prefix_queries,token_family,layer_group,denoise_step,expert,failure_minus_success_probability,ci95_low,ci95_high,permutation_p_raw,permutation_p_maxT,n_mixed_snapshots
1,action,front_2_5,0,0,0.00035242829471826553,-0.0002592476084828377,0.0008822180912829929,0.0784313725490196,0.37254901960784315,4
1,action,front_2_5,4,14,-0.00032581621780991554,-0.0004414467606693506,-0.00019650999456644058,0.0196078431372549,0.49019607843137253,4
1,action,front_2_5,1,0,0.00032751914113759995,-0.00026325229555368423,0.0008560507791116828,0.09803921568627451,0.49019607843137253,4
1,action,front_2_5,5,14,-0.00030654435977339745,-0.00043223744723945855,-0.00016979314386844635,0.0196078431372549,0.5490196078431373,4
1,action,front_2_5,9,12,0.0003069853410124779,-8.278526365756989e-06,0.0007222141255624576,0.0784313725490196,0.5490196078431373,4
1,action,front_2_5,7,12,0.0002914215438067913,-3.819074481725693e-05,0.0007146509015001337,0.13725490196078433,0.6666666666666666,4
1,action,front_2_5,3,14,-0.00028649531304836273,-0.0004204816767014563,-0.00017876306083053353,0.0196078431372549,0.7254901960784313,4
1,action,front_2_5,8,12,0.0002758256159722805,-7.791444659233093e-05,0.0007290731882676466,0.11764705882352941,0.7843137254901961,4
1,action,front_2_5,6,14,-0.00025149108842015266,-0.00038681505247950554,-0.00012589618563652039,0.0196078431372549,0.8823529411764706,4
1,action,front_2_5,2,14,-0.0002524093724787235,-0.0003527782973833382,-0.00015747267752885818,0.0392156862745098,0.8823529411764706,4
1,action,front_2_5,6,12,0.00025052763521671295,1.3969838619232178e-08,0.0005461553926579645,0.13725490196078433,0.8823529411764706,4
1,action,front_2_5,9,31,-0.000248040072619915,-0.000421626353636384,-6.504077464342117e-05,0.0392156862745098,0.9019607843137255,4
1,action,back_12_15,3,0,-0.0002450058236718178,-0.0005058279493823647,-2.6467256247998822e-06,0.0196078431372549,0.9411764705882353,4
1,action,back_12_15,0,21,0.00021728407591581345,-6.945051718503237e-05,0.0004594378406181926,0.0196078431372549,0.9607843137254902,4
1,action,back_12_15,1,0,-0.00023130513727664948,-0.0004678147495724261,-3.5488512367010614e-06,0.0196078431372549,0.9607843137254902,4
1,action,back_12_15,2,0,-0.0002357475459575653,-0.00047514268662780524,-8.962524589151246e-06,0.0196078431372549,0.9607843137254902,4
1,action,back_12_15,4,0,-0.00024185283109545708,-0.0005093701067380608,-6.102444604039366e-06,0.0196078431372549,0.9607843137254902,4
1,action,front_2_5,9,6,0.0002242429181933403,3.3952295780181885e-05,0.00039086490869522095,0.0392156862745098,0.9607843137254902,4
1,action,front_2_5,0,22,-0.00023251166567206383,-0.0004751402651891112,7.702037692070007e-06,0.0784313725490196,0.9607843137254902,4
1,action,front_2_5,2,0,0.0002329126000404358,-0.00030274828895926476,0.0007280623540282249,0.23529411764705882,0.9607843137254902,4
1,action,back_12_15,0,11,-0.00017154589295387268,-0.0002913703676313162,-3.7344126030802934e-05,0.0196078431372549,1.0,4
1,action,back_12_15,1,11,-0.00017357757315039635,-0.00031853183172643186,-5.928415339440337e-06,0.0196078431372549,1.0,4
1,action,back_12_15,1,21,0.00019568158313632011,-6.72077527269721e-05,0.00042235838482156346,0.0196078431372549,1.0,4
1,action,back_12_15,2,11,-0.00017748819664120674,-0.00034034887794405223,1.632294151931844e-06,0.0196078431372549,1.0,4
1,action,back_12_15,2,21,0.00018220487982034683,-5.640604067593813e-05,0.00040454382542520745,0.0196078431372549,1.0,4
1,action,back_12_15,3,11,-0.00016513606533408165,-0.0003108506673015654,6.379559636096715e-08,0.0196078431372549,1.0,4
1,action,back_12_15,7,11,-0.00018247030675411224,-0.0003671739250421524,6.56291376799338e-06,0.0196078431372549,1.0,4
1,state,back_12_15,1,29,-3.117881715297699e-05,-5.899551324546337e-05,-7.096678018569946e-06,0.0196078431372549,1.0,4
1,state,back_12_15,2,19,1.664320006966591e-05,3.390188794583082e-06,3.271724563091987e-05,0.0196078431372549,1.0,4
1,state,back_12_15,3,16,-2.461858093738556e-05,-4.3279631063342096e-05,-4.244036972522736e-06,0.0196078431372549,1.0,4
1,state,back_12_15,9,24,-1.3477634638547897e-05,-2.1331477910280228e-05,-5.660485476255422e-06,0.0196078431372549,1.0,4
1,action,front_2_5,7,14,-0.00020978786051273346,-0.0003906767815351486,-2.88989394903183e-05,0.0392156862745098,1.0,4
1,action,back_12_15,0,0,-0.0002035140059888363,-0.00040408121421933176,1.4488073065876924e-05,0.0392156862745098,1.0,4
1,action,back_12_15,3,4,0.000135897658765316,8.986517786979675e-05,0.0001919204369187355,0.0392156862745098,1.0,4
1,action,back_12_15,4,11,-0.00015250034630298615,-0.0002975452342070639,1.3282720465212977e-05,0.0392156862745098,1.0,4
1,action,back_12_15,4,24,0.0001557832583785057,1.3750046491622925e-05,0.00028072563000023336,0.0392156862745098,1.0,4
1,action,back_12_15,5,11,-0.00015137065201997757,-0.00029433952877297995,1.1662952601909637e-05,0.0392156862745098,1.0,4
1,action,back_12_15,5,17,-0.00013704225420951843,-0.00030733272433280945,3.324821591377258e-05,0.0392156862745098,1.0,4
1,action,back_12_15,6,11,-0.00014920253306627274,-0.0003036812646314502,1.7482705879956398e-05,0.0392156862745098,1.0,4
1,action,back_12_15,9,3,0.00018215598538517952,-2.2167933639138934e-05,0.00031062131747603414,0.0392156862745098,1.0,4
1,state,front_2_5,2,7,-3.7564896047115326e-06,-9.029172360897064e-06,-1.5832483768463135e-08,0.0392156862745098,1.0,4
1,state,back_12_15,0,3,-1.8157530575990677e-05,-2.934969961643219e-05,-2.5560148060321808e-06,0.0392156862745098,1.0,4
1,state,back_12_15,0,19,1.77016481757164e-05,-4.289671778678894e-06,4.3945293873548414e-05,0.0392156862745098,1.0,4
1,state,back_12_15,1,10,-1.905485987663269e-05,-3.393460065126419e-05,-5.073728971183304e-06,0.0392156862745098,1.0,4
1,state,back_12_15,1,17,1.6519799828529358e-05,5.645526107400656e-06,2.5810278020799147e-05,0.0392156862745098,1.0,4
1,state,back_12_15,1,19,1.789722591638565e-05,1.9883736968040466e-06,4.033446311950673e-05,0.0392156862745098,1.0,4
1,state,back_12_15,1,22,-1.4328397810459137e-05,-1.9947998225688934e-05,-8.70879739522934e-06,0.0392156862745098,1.0,4
1,state,back_12_15,5,4,2.4897977709770203e-05,4.256144165992737e-06,5.3091906011104584e-05,0.0392156862745098,1.0,4
1,state,back_12_15,5,21,9.980518370866776e-06,6.342376582324505e-06,1.2925826013088226e-05,0.0392156862745098,1.0,4
1,state,back_12_15,9,25,-2.2477470338344574e-05,-3.606826066970825e-05,-9.552948176860814e-06,0.0392156862745098,1.0,4
1,action,front_2_5,2,11,-0.00019123684614896774,-0.0003412961959838867,-2.0515162032097865e-05,0.058823529411764705,1.0,4
1,action,front_2_5,2,22,-0.00016782013699412346,-0.00032272504176944494,-1.042243093252182e-05,0.058823529411764705,1.0,4
1,action,front_2_5,8,9,0.00012528430670499802,2.152740489691496e-05,0.00020902291871607303,0.058823529411764705,1.0,4
1,action,back_12_15,3,21,0.00015039881691336632,-2.3500574752688407e-05,0.00031619053333997726,0.058823529411764705,1.0,4
1,action,back_12_15,4,17,-0.00013206852599978447,-0.0002933029783889651,1.70757994055748e-05,0.058823529411764705,1.0,4
1,action,back_12_15,5,24,0.00014072563499212265,9.695068001747131e-06,0.00026187258772551996,0.058823529411764705,1.0,4
1,action,back_12_15,6,17,-0.00012374576181173325,-0.00027811527252197266,3.0623748898506165e-05,0.058823529411764705,1.0,4
1,action,back_12_15,9,13,-0.00010770745575428009,-0.00028131913859397173,4.072114825248718e-05,0.058823529411764705,1.0,4
1,state,front_2_5,3,5,-4.7138892114162445e-06,-1.202290877699852e-05,-1.7695128917694092e-08,0.058823529411764705,1.0,4
1,state,front_2_5,4,20,2.7175992727279663e-06,1.0514631867408752e-06,4.540197551250458e-06,0.058823529411764705,1.0,4
1,state,front_2_5,4,21,2.5066547095775604e-06,1.9334256649017334e-06,3.069487866014242e-06,0.058823529411764705,1.0,4
1,state,front_2_5,8,11,3.119930624961853e-06,0.0,8.301809430122375e-06,0.058823529411764705,1.0,4
1,state,back_12_15,1,1,-1.796334981918335e-05,-3.091897815465927e-05,-4.603993147611618e-06,0.058823529411764705,1.0,4
1,state,back_12_15,5,7,1.5520025044679642e-05,7.410964462906122e-06,2.5959033519029613e-05,0.058823529411764705,1.0,4
1,state,back_12_15,9,1,-1.2626871466636658e-05,-2.2741034626960754e-05,-2.512708306312561e-06,0.058823529411764705,1.0,4
1,state,back_12_15,9,5,-9.648967534303665e-06,-1.7163343727588654e-05,-2.1345913410186768e-06,0.058823529411764705,1.0,4
1,state,back_12_15,9,9,1.162756234407425e-05,3.4142285585403442e-06,2.5257468223571777e-05,0.058823529411764705,1.0,4
1,action,front_2_5,1,22,-0.00020173471421003342,-0.0004237183136865497,2.29664146900177e-05,0.0784313725490196,1.0,4
1,action,back_12_15,0,28,9.523099288344383e-05,9.211711585521698e-06,0.00018125027418136597,0.0784313725490196,1.0,4
1,action,back_12_15,1,13,-0.00011544302105903625,-0.0002866437775082886,4.053860902786255e-05,0.0784313725490196,1.0,4
1,action,back_12_15,2,4,0.00012233387678861618,5.14443963766098e-05,0.0001959521323442459,0.0784313725490196,1.0,4
1,action,back_12_15,2,13,-0.00012675346806645393,-0.0002737095346674323,-8.460786193609238e-06,0.0784313725490196,1.0,4
1,action,back_12_15,5,0,-0.00018283026292920113,-0.00042056351667270065,1.4744629152119129e-05,0.0784313725490196,1.0,4
1,action,back_12_15,6,1,0.00014320947229862213,-2.4138018488883972e-05,0.00036216479493305005,0.0784313725490196,1.0,4
1,action,back_12_15,8,3,0.0001260959543287754,-6.790552288293839e-05,0.00025224220007658005,0.0784313725490196,1.0,4
1,action,back_12_15,8,11,-0.00017378199845552444,-0.00039923519361764195,3.022218588739615e-05,0.0784313725490196,1.0,4
1,action,back_12_15,9,11,-0.00014773011207580566,-0.00035321800969541074,2.7911644428968316e-05,0.0784313725490196,1.0,4
1,state,front_2_5,3,20,2.3278407752513885e-06,2.4586915969848633e-07,5.544163286685944e-06,0.0784313725490196,1.0,4
1,state,front_2_5,3,22,-8.58306884765625e-06,-2.1758489310741425e-05,-2.1420419216156006e-08,0.0784313725490196,1.0,4
1,state,front_2_5,8,7,1.798383891582489e-06,-2.7939677238464355e-09,5.333218723535538e-06,0.0784313725490196,1.0,4
1,state,front_2_5,9,14,9.695068001747131e-07,0.0,2.224929630756378e-06,0.0784313725490196,1.0,4
1,state,back_12_15,2,1,-1.902412623167038e-05,-4.476979374885559e-05,1.5348196029663086e-06,0.0784313725490196,1.0,4
1,state,back_12_15,3,27,2.6748981326818466e-05,-6.352551281452179e-06,7.486948743462563e-05,0.0784313725490196,1.0,4
1,state,back_12_15,5,12,-2.3793894797563553e-05,-7.591396570205688e-05,4.166818689554924e-06,0.0784313725490196,1.0,4
1,state,back_12_15,6,4,2.138270065188408e-05,4.067085683345795e-06,5.2908435463905334e-05,0.0784313725490196,1.0,4
1,state,back_12_15,7,17,1.4008954167366028e-05,5.864538252353668e-06,2.8474780265241858e-05,0.0784313725490196,1.0,4
1,action,front_2_5,0,31,-0.00018687546253204346,-0.00024379603564739227,-0.00011167488992214203,0.09803921568627451,1.0,4
1,action,front_2_5,1,11,-0.00017823325470089912,-0.000344286672770977,1.5854137018320715e-06,0.09803921568627451,1.0,4
1,action,front_2_5,4,11,-0.00014831451699137688,-0.00024046719772741199,-8.433044422418032e-06,0.09803921568627451,1.0,4
1,action,front_2_5,9,9,0.0001176116056740284,1.4731194823980331e-05,0.0001827329397201538,0.09803921568627451,1.0,4
1,action,back_12_15,0,13,-0.00010141544044017792,-0.00025000897003337743,4.020892083644867e-05,0.09803921568627451,1.0,4
1,action,back_12_15,0,16,9.605986997485161e-05,-3.2893044408410785e-05,0.00019387581851333373,0.09803921568627451,1.0,4
1,action,back_12_15,2,28,9.916909039020538e-05,2.9641203582286835e-05,0.00017107045277953148,0.09803921568627451,1.0,4
1,action,back_12_15,4,1,0.00010015349835157394,2.435874193906784e-05,0.00017857779748737808,0.09803921568627451,1.0,4
1,state,front_2_5,8,2,1.1837109923362732e-06,3.725290298461914e-09,3.446824848651886e-06,0.09803921568627451,1.0,4
1,state,front_2_5,8,6,5.458947271108627e-06,-9.313225746154785e-10,1.6294419765472412e-05,0.09803921568627451,1.0,4
1,state,front_2_5,8,27,1.1436641216278076e-06,-2.7939677238464355e-09,3.348570317029953e-06,0.09803921568627451,1.0,4
1,state,back_12_15,0,14,1.9368715584278107e-05,-1.2913707178086042e-05,5.0630467012524594e-05,0.09803921568627451,1.0,4
