failure_type,prefix_queries,model,n_failure_branches,n_type_positive,brier,log_loss,brier_improvement_vs_rate,brier_relative_improvement_vs_rate,brier_improvement_vs_noise_action
single_subtask_omission,1,moe_state,42,18,0.8247428147674837,7.840345732247032,-0.3447837028044447,-0.7183605732460727,-0.1677550540481877
single_subtask_omission,1,moe_action+state,42,18,0.5862901120238242,4.262674105901663,-0.10633100006078522,-0.22154178847837694,0.0706976486954718
single_subtask_omission,1,noise+action+moe_action,42,18,0.5122268486787283,3.0646607150207026,-0.03226773671568928,-0.06723017838689178,0.14476091204056774
single_subtask_omission,1,noise+action+moe_action+state,42,18,0.5749777238543595,4.40996508723555,-0.09501861189132055,-0.19797230539637678,0.08201003686493646
single_subtask_omission,3,failure_rate_only,42,18,0.479959111963039,1.242048578026076,0.0,0.0,-0.010153170908738518
single_subtask_omission,3,noise+action,42,18,0.46980594105430046,1.9106408630275138,0.010153170908738518,0.02115424138362936,0.0
single_subtask_omission,3,moe_action,42,18,0.46091594336984865,2.5192603712187216,0.01904316859319033,0.03967664769464116,0.008889997684451811
single_subtask_omission,3,moe_state,42,18,0.7563437397683861,4.294610781252757,-0.2763846278053471,-0.5758503608253845,-0.28653779871408563
single_subtask_omission,3,moe_action+state,42,18,0.5149928157875656,3.175641048119041,-0.03503370382452664,-0.0729931007690183,-0.04518687473326516
single_subtask_omission,3,noise+action+moe_action,42,18,0.44775713295062175,2.4653955973660366,0.032201979012417226,0.0670931715010279,0.022048808103678708
single_subtask_omission,3,noise+action+moe_action+state,42,18,0.48935633158212144,3.0841060524110753,-0.009397219619082464,-0.019579208696856934,-0.019550390527820982
