worker,init_state_id,snapshot,snapshot_key,candidate,episode_id,success,failure,inference_calls,action_steps,static_window_fraction,late_static_window_fraction,longest_static_window_steps,terminal_static_window_steps,loop_return_count,loop_return_fraction,loop_max_lag,loop_best_eef_path_m,target_count,placed_end_count,ever_goal_count,unmoved_end_count,unplaced_unmoved_end_count,lift_count,drop_count,subtask_undo_count,goal_regression_max_m,object_path_total_m,goal_distance_start_m,goal_distance_end_m,goal_progress_m,eef_path_m,eef_net_m,eef_path_efficiency,goal_progress_per_eef_m,eef_query_reversal_rate,gripper_query_flip_count,target_metrics_json,physical_labels,primary_failure_type,label_stagnation,label_loop_or_cycling,label_drop_or_regrasp,label_subtask_undo,label_goal_regression,label_goal_contact_near_miss,label_stove_not_on,label_single_subtask_omission,label_active_retry,label_no_progress,recorded_success,replayed_success,on__moka_pot_1__flat_stove_1_cook_region,on__moka_pot_2__flat_stove_1_cook_region,turnon__flat_stove_1,terminal_exact_on_count,terminal_exact_turnon,label_non_stagnation_non_loop
0,0,0,w00_s000,0,100000000,False,True,52,520,0.3333333333333333,0.6653386454183267,112.0,75.0,122.0,0.4807692307692308,43.0,0.9479378461837769,2,0,0,2,2,0,0,0,0.024077117443084717,0.13919685781002045,0.2968321442604065,0.29935020208358765,-0.0025180578231811523,1.2968165874481201,0.23455365002155304,0.18086879231172426,0.0,0.043478260869565216,2,"{""moka_pot_1_joint0"": {""drop_count"": 0, ""goal_end_m"": 0.39918413758277893, ""goal_entry_count"": 0, ""goal_exit_count"": 0, ""goal_min_m"": 0.39918413758277893, ""goal_regression_m"": 0.0, ""lift_count"": 0, ""max_lift_m"": 5.960464477539063e-08, ""net_m"": 5.960464477539063e-08, ""path_m"": 5.960464477539063e-08, ""placed_end"": false}, ""moka_pot_2_joint0"": {""drop_count"": 0, ""goal_end_m"": 0.19951626658439636, ""goal_entry_count"": 0, ""goal_exit_count"": 0, ""goal_min_m"": 0.1757974922657013, ""goal_regression_m"": 0.024077117443084717, ""lift_count"": 0, ""max_lift_m"": 0.010833263397216797, ""net_m"": 0.009442204609513283, ""path_m"": 0.13919679820537567, ""placed_end"": false}}",active_retry;loop_or_cycling;stagnation,loop_or_cycling,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0,True,False
0,0,0,w00_s000,1,100000001,False,True,52,520,0.04590818363273453,0.09163346613545817,32.0,32.0,50.0,0.3269230769230769,26.0,1.0537633895874023,2,0,0,2,2,0,0,0,0.006510838866233826,0.04018871486186981,0.2968321442604065,0.2982686758041382,-0.0014365315437316895,1.997349739074707,0.24999305605888367,0.12516238451794404,0.0,0.02631578947368421,4,"{""moka_pot_1_joint0"": {""drop_count"": 0, ""goal_end_m"": 0.39918413758277893, ""goal_entry_count"": 0, ""goal_exit_count"": 0, ""goal_min_m"": 0.39918413758277893, ""goal_regression_m"": 0.0, ""lift_count"": 0, ""max_lift_m"": 5.960464477539063e-08, ""net_m"": 5.960464477539063e-08, ""path_m"": 5.960464477539063e-08, ""placed_end"": false}, ""moka_pot_2_joint0"": {""drop_count"": 0, ""goal_end_m"": 0.19735319912433624, ""goal_entry_count"": 0, ""goal_exit_count"": 0, ""goal_min_m"": 0.19207003712654114, ""goal_regression_m"": 0.006510838866233826, ""lift_count"": 0, ""max_lift_m"": 0.0035114288330078125, ""net_m"": 0.004891874268651009, ""path_m"": 0.04018865525722504, ""placed_end"": false}}",active_retry;loop_or_cycling,loop_or_cycling,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0,True,False
0,0,0,w00_s000,2,100000002,False,True,52,520,0.07784431137724551,0.1553784860557769,47.0,0.0,54.0,0.3076923076923077,23.0,0.9829912781715393,2,0,0,1,1,1,1,0,0.010021112859249115,0.23404964804649353,0.2968321442604065,0.2543913722038269,0.04244077205657959,1.9030523300170898,0.19127345085144043,0.10050877100669257,0.022301421451820225,0.030303030303030304,4,"{""moka_pot_1_joint0"": {""drop_count"": 0, ""goal_end_m"": 0.39918413758277893, ""goal_entry_count"": 0, ""goal_exit_count"": 0, ""goal_min_m"": 0.39918413758277893, ""goal_regression_m"": 0.0, ""lift_count"": 0, ""max_lift_m"": 5.960464477539063e-08, ""net_m"": 5.960464477539063e-08, ""path_m"": 5.960464477539063e-08, ""placed_end"": false}, ""moka_pot_2_joint0"": {""drop_count"": 1, ""goal_end_m"": 0.10959862172603607, ""goal_entry_count"": 0, ""goal_exit_count"": 0, ""goal_min_m"": 0.10280850529670715, ""goal_regression_m"": 0.010021112859249115, ""lift_count"": 1, ""max_lift_m"": 0.04856288433074951, ""net_m"": 0.09493100643157959, ""path_m"": 0.23404958844184875, ""placed_end"": false}}",active_retry;drop_or_regrasp;loop_or_cycling,drop_or_regrasp,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,0,True,False
0,0,0,w00_s000,3,100000003,True,False,40,394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,0,0,2,0,0,0.0,1.123587280511856,0.2968321442604065,0.0,0.2968321442604065,2.0931010246276855,0.33569207787513733,0.16038025586215993,0.14181453296703922,0.0,3,"{""moka_pot_1_joint0"": {""drop_count"": 0, ""goal_end_m"": 0.0, ""goal_entry_count"": 1, ""goal_exit_count"": 0, ""goal_min_m"": 0.0, ""goal_regression_m"": 0.0, ""lift_count"": 1, ""max_lift_m"": 0.17108464241027832, ""net_m"": 0.4560777544975281, ""path_m"": 0.6549577713012695, ""placed_end"": true}, ""moka_pot_2_joint0"": {""drop_count"": 0, ""goal_end_m"": 0.0, ""goal_entry_count"": 1, ""goal_exit_count"": 0, ""goal_min_m"": 0.0, ""goal_regression_m"": 0.0, ""lift_count"": 1, ""max_lift_m"": 0.08571374416351318, ""net_m"": 0.3227943778038025, ""path_m"": 0.46862950921058655, ""placed_end"": true}}",success,success,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,2,True,False
0,0,0,w00_s000,4,100000004,True,False,45,441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,0,0,2,0,0,0.0,1.1468225717544556,0.2968321442604065,0.0,0.2968321442604065,2.1178290843963623,0.322710245847702,0.15237785155815964,0.14015868723656308,0.0,3,"{""moka_pot_1_joint0"": {""drop_count"": 0, ""goal_end_m"": 0.0, ""goal_entry_count"": 1, ""goal_exit_count"": 0, ""goal_min_m"": 0.0, ""goal_regression_m"": 0.0, ""lift_count"": 1, ""max_lift_m"": 0.1618356704711914, ""net_m"": 0.43261483311653137, ""path_m"": 0.646969735622406, ""placed_end"": true}, ""moka_pot_2_joint0"": {""drop_count"": 0, ""goal_end_m"": 0.0, ""goal_entry_count"": 1, ""goal_exit_count"": 0, ""goal_min_m"": 0.0, ""goal_regression_m"": 0.0, ""lift_count"": 1, ""max_lift_m"": 0.06951522827148438, ""net_m"": 0.343020498752594, ""path_m"": 0.49985283613204956, ""placed_end"": true}}",success,success,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,2,True,False
0,0,0,w00_s000,5,100000005,False,True,52,520,0.001996007984031936,0.00398406374501992,20.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,1,1,0,0,0.026412613689899445,0.5339492969214916,0.2968321442604065,0.2124367356300354,0.0843954086303711,2.1790130138397217,0.3711315989494324,0.17032096485529807,0.03873102551216743,0.0,3,"{""moka_pot_1_joint0"": {""drop_count"": 0, ""goal_end_m"": 0.39893126487731934, ""goal_entry_count"": 0, ""goal_exit_count"": 0, ""goal_min_m"": 0.3934519588947296, ""goal_regression_m"": 0.006075024604797363, ""lift_count"": 0, ""max_lift_m"": 0.0055789947509765625, ""net_m"": 0.000619061233010143, ""path_m"": 0.03965676948428154, ""placed_end"": false}, ""moka_pot_2_joint0"": {""drop_count"": 0, ""goal_end_m"": 0.025942198932170868, ""goal_entry_count"": 1, ""goal_exit_count"": 0, ""goal_min_m"": 0.0018400093540549278, ""goal_regression_m"": 0.026412613689899445, ""lift_count"": 1, ""max_lift_m"": 0.09864723682403564, ""net_m"": 0.340832382440567, ""path_m"": 0.4942925274372101, ""placed_end"": true}}",active_retry;single_subtask_omission,single_subtask_omission,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,1,True,True
0,0,0,w00_s000,6,100000006,False,True,52,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,1,1,0,0,0.009744733572006226,0.5776611715555191,0.2968321442604065,0.20173723995685577,0.09509490430355072,2.404261589050293,0.19898547232151031,0.08276365318472335,0.039552644660897376,0.0,4,"{""moka_pot_1_joint0"": {""drop_count"": 0, ""goal_end_m"": 0.3991776406764984, ""goal_entry_count"": 0, ""goal_exit_count"": 0, ""goal_min_m"": 0.39013585448265076, ""goal_regression_m"": 0.009744733572006226, ""lift_count"": 0, ""max_lift_m"": 0.006007671356201172, ""net_m"": 0.0024389876052737236, ""path_m"": 0.03904666006565094, ""placed_end"": false}, ""moka_pot_2_joint0"": {""drop_count"": 0, ""goal_end_m"": 0.004296829923987389, ""goal_entry_count"": 1, ""goal_exit_count"": 0, ""goal_min_m"": 0.0019989092834293842, ""goal_regression_m"": 0.009362287819385529, ""lift_count"": 1, ""max_lift_m"": 0.10851728916168213, ""net_m"": 0.3185746669769287, ""path_m"": 0.5386145114898682, ""placed_end"": true}}",active_retry;single_subtask_omission,single_subtask_omission,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,1,True,True
0,0,0,w00_s000,7,100000007,True,False,40,392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,0,0,2,0,0,0.0,1.0813844203948975,0.2968321442604065,0.0,0.2968321442604065,2.040769577026367,0.3308621942996979,0.16212618907314447,0.14545108257294026,0.0,4,"{""moka_pot_1_joint0"": {""drop_count"": 0, ""goal_end_m"": 0.0, ""goal_entry_count"": 1, ""goal_exit_count"": 0, ""goal_min_m"": 0.0, ""goal_regression_m"": 0.0, ""lift_count"": 1, ""max_lift_m"": 0.1802377700805664, ""net_m"": 0.4246997833251953, ""path_m"": 0.6280475854873657, ""placed_end"": true}, ""moka_pot_2_joint0"": {""drop_count"": 0, ""goal_end_m"": 0.0, ""goal_entry_count"": 1, ""goal_exit_count"": 0, ""goal_min_m"": 0.0, ""goal_regression_m"": 0.0, ""lift_count"": 1, ""max_lift_m"": 0.09029996395111084, ""net_m"": 0.306156188249588, ""path_m"": 0.45333683490753174, ""placed_end"": true}}",success,success,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,2,True,False
0,0,0,w00_s000,8,100000008,True,False,43,423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,0,0,2,0,0,0.0,1.1508911848068237,0.2968321442604065,0.0,0.2968321442604065,2.1687541007995605,0.32209914922714233,0.14851805887462904,0.1368675887003384,0.0,3,"{""moka_pot_1_joint0"": {""drop_count"": 0, ""goal_end_m"": 0.0, ""goal_entry_count"": 1, ""goal_exit_count"": 0, ""goal_min_m"": 0.0, ""goal_regression_m"": 0.0, ""lift_count"": 1, ""max_lift_m"": 0.17499351501464844, ""net_m"": 0.4591068923473358, ""path_m"": 0.6640290021896362, ""placed_end"": true}, ""moka_pot_2_joint0"": {""drop_count"": 0, ""goal_end_m"": 0.0, ""goal_entry_count"": 1, ""goal_exit_count"": 0, ""goal_min_m"": 0.0, ""goal_regression_m"": 0.0, ""lift_count"": 1, ""max_lift_m"": 0.11797201633453369, ""net_m"": 0.33006301522254944, ""path_m"": 0.4868621826171875, ""placed_end"": true}}",success,success,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,2,True,False
0,0,0,w00_s000,9,100000009,False,True,52,520,0.005988023952095809,0.01195219123505976,22.0,0.0,0.0,0.0,0.0,0.0,2,2,2,0,0,2,0,0,0.020871827378869057,1.2445958256721497,0.2968321442604065,0.012756742537021637,0.28407540917396545,2.5017764568328857,0.22591273486614227,0.0903009276664693,0.11354947737160723,0.05714285714285714,4,"{""moka_pot_1_joint0"": {""drop_count"": 0, ""goal_end_m"": 0.015408550389111042, ""goal_entry_count"": 1, ""goal_exit_count"": 0, ""goal_min_m"": 0.0036673429422080517, ""goal_regression_m"": 0.017582830041646957, ""lift_count"": 1, ""max_lift_m"": 0.14172732830047607, ""net_m"": 0.47188836336135864, ""path_m"": 0.6867948174476624, ""placed_end"": true}, ""moka_pot_2_joint0"": {""drop_count"": 0, ""goal_end_m"": 0.010104934684932232, ""goal_entry_count"": 1, ""goal_exit_count"": 0, ""goal_min_m"": 0.0026254712138324976, ""goal_regression_m"": 0.020871827378869057, ""lift_count"": 1, ""max_lift_m"": 0.09675717353820801, ""net_m"": 0.31962117552757263, ""path_m"": 0.5578010082244873, ""placed_end"": true}}",goal_contact_near_miss,goal_contact_near_miss,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,1,True,True
