gate_subset,trunk_uid,q_offset,arm,scale,direction,delta_norm,episode_id,base_episode_id,G_peak,G_terminal,funnel,argmax_f,lambda,G_f_00,G_f_01,G_f_02,G_f_03,G_f_04,G_f_05,G_f_06,G_f_07,G_f_08,G_f_09
primary,300,-4,loop,0.0001,20,0.0014220919609069826,5000021,5000000,0.23346485407067694,0.22257956235933365,0.04662496954681387,8,-0.0056187161977515835,0.18705582157002523,0.2328127517165867,0.1986375293160306,0.22267401105254794,0.21031119110554913,0.21548438389770366,0.18081942238515733,0.20416094005724209,0.23346485407067694,0.22257956235933365
primary,300,-4,loop,0.0001,21,0.0014220919609069826,5000022,5000000,0.23696013868237503,0.22903482571085593,0.03344576440389777,7,0.005784308076473514,0.21040819911753172,0.21867780999229172,0.20351638303700964,0.1957934677047948,0.20166515693544187,0.16491168937139994,0.17076999876538154,0.23696013868237503,0.18607594883362957,0.22903482571085593
primary,300,-4,loop,0.0001,22,0.0014220919609069826,5000023,5000000,0.23260268024116276,0.2253239482007934,0.03129255446580179,0,-0.0005354937796832517,0.23260268024116276,0.2262912983551663,0.17441754176335506,0.21163291006694537,0.1977233875745843,0.14376470319475226,0.1816468952278022,0.2061319453023404,0.1848387748902824,0.2253239482007934
primary,300,-4,loop,0.0001,23,0.0014220919609069826,5000024,5000000,0.22545294567232207,0.2189711426690108,0.028750136681306934,1,-0.0036464282127056814,0.2235299658683154,0.22545294567232207,0.22116045305389062,0.1889766535946757,0.20247901566515733,0.19745289767954963,0.18711204517865415,0.19180475034734995,0.2087009433584745,0.2189711426690108
primary,300,-4,loop,0.0001,24,0.0014220919609069826,5000025,5000000,0.23676761891139514,0.23676761891139514,0.0,9,0.002679803866144069,0.17400358134917931,0.23174570095309585,0.2179718380326873,0.20879404690407405,0.21763615578080722,0.2006540230681879,0.2169308003036455,0.22590140947895507,0.21567279037720893,0.23676761891139514
primary,300,-4,loop,0.0001,25,0.0014220919609069826,5000026,5000000,0.255234419106663,0.255234419106663,0.0,9,0.027521127812753333,0.16791279400610096,0.2047956622338137,0.2040399385876962,0.211810301429118,0.20528039989993518,0.20211272124705504,0.19224885054237842,0.1911615089483928,0.24712835633603222,0.255234419106663
primary,300,-4,loop,0.0001,26,0.0014220919609069826,5000027,5000000,0.2321601928846565,0.20950056312821075,0.09760342406161797,4,-0.0055141392188878926,0.22559366925033358,0.21894918828216756,0.1939555175126064,0.18489476173494868,0.2321601928846565,0.17225215178500214,0.1707767236140451,0.22204295151345582,0.21672446851520005,0.20950056312821075
primary,300,-4,loop,0.0001,27,0.0014220919609069826,5000028,5000000,0.23003484838672217,0.23003484838672217,0.0,9,0.004952660330562915,0.22054083393936572,0.22109874373856434,0.19307252204638567,0.18374424701121023,0.20143021503610242,0.16362531571529723,0.18935899283673754,0.21860373412251913,0.1893202559047627,0.23003484838672217
primary,300,-4,loop,0.0001,28,0.0014220919609069826,5000029,5000000,0.23180658578852792,0.23180658578852792,0.0,9,0.004987960132909514,0.1986513955108616,0.22273874497275578,0.16227915266831983,0.20260490661627417,0.21746453956573109,0.2049057011675718,0.15590123195409505,0.19296706164459082,0.21221107831259978,0.23180658578852792
primary,300,-4,loop,0.0001,29,0.0014220919609069826,5000030,5000000,0.22427499364168169,0.20154033277307984,0.10136957535632819,7,0.0012420317719733132,0.2235876900381201,0.19954768592999625,0.2167114041481719,0.20356696288744427,0.21511649363839705,0.18282336566591223,0.20520819626307996,0.22427499364168169,0.18081772521526987,0.20154033277307984
primary,300,-4,loop,0.0001,30,0.0014220919609069826,5000031,5000000,0.23779801623114513,0.21647799701405135,0.08965600115133247,4,0.006984754796623375,0.213927860571521,0.20471334567565744,0.23412498746086205,0.20708371883344803,0.23779801623114513,0.17762628925969368,0.177470431788717,0.20593076659419804,0.1903605753233646,0.21647799701405135
primary,300,-4,loop,0.0001,31,0.0014220919609069826,5000032,5000000,0.2326730554060767,0.19700215757283823,0.15330910479010942,1,-0.020802380553853347,0.1952168189886582,0.2326730554060767,0.21489922950662288,0.18013840688140184,0.1969240621364159,0.2014732203682111,0.1850411548836056,0.22589558374243274,0.18827814266178547,0.19700215757283823
primary,300,-4,loop,0.001,0,0.014220919609069824,5000033,5000000,0.023344297997583575,0.022306113600644363,0.04447271864856266,8,-0.0038990955463195647,0.023137984966542093,0.023012870688694797,0.02161028357395647,0.022541894545070985,0.021410661537821216,0.021445802685319967,0.01888805273172588,0.021620317404222555,0.023344297997583575,0.022306113600644363
primary,300,-4,loop,0.001,1,0.014220919609069824,5000034,5000000,0.02390333112385164,0.019665036150073433,0.17730980471469804,8,-0.012671823025516202,0.021881118376346487,0.02176312824929264,0.021257714621981234,0.018782715113744023,0.018303554802496267,0.020187682360008473,0.020676891742482596,0.01997142267217164,0.02390333112385164,0.019665036150073433
primary,300,-4,loop,0.001,2,0.014220919609069824,5000035,5000000,0.024671265802415684,0.01916805732519169,0.22306145623310858,8,-0.011219215714608325,0.022334394092833103,0.020968037474411616,0.021962504533271383,0.01781383076145281,0.02158509983022391,0.019667242123575603,0.019583490895594784,0.01912207309889283,0.024671265802415684,0.01916805732519169
primary,300,-4,loop,0.001,3,0.014220919609069824,5000036,5000000,0.023744799834726025,0.022539352131231333,0.05076680838896756,8,1.6070221151561582e-07,0.021619449924235437,0.02253932315416969,0.020454772768231058,0.02078673468387354,0.019991913023876498,0.0195850557978992,0.015617673616955749,0.019392455370589236,0.023744799834726025,0.022539352131231333
primary,300,-4,loop,0.001,4,0.014220919609069824,5000037,5000000,0.023361143882624242,0.021462557715731984,0.08127111310774186,7,0.0010856933952669218,0.022517144626820106,0.02127695026567508,0.021412774939322286,0.019953688412120214,0.01904872308751717,0.02143255780479878,0.018515717249893336,0.023361143882624242,0.02302614944965426,0.021462557715731984
primary,300,-4,loop,0.001,5,0.014220919609069824,5000038,5000000,0.024108205060052873,0.024108205060052873,0.0,9,0.023069859770576656,0.023313169348806385,0.020045261108209218,0.01918006368505047,0.01898781822271599,0.020328388831557454,0.017940313762483086,0.018127060847561237,0.023610367182551047,0.019622751253959323,0.024108205060052873
primary,300,-4,loop,0.001,6,0.014220919609069824,5000039,5000000,0.02296277372884074,0.022718096227248432,0.010655398362191024,7,0.02385668003325862,0.022092631499687206,0.018770898274487052,0.019017461505830464,0.022556160052794774,0.021062522932802252,0.018859738898786994,0.019700062677817102,0.02296277372884074,0.021686590787097487,0.022718096227248432
primary,300,-4,loop,0.001,7,0.014220919609069824,5000040,5000000,0.022708030448247776,0.020517147091037004,0.0964805539655839,1,-0.012682164439082294,0.02053945111126311,0.022708030448247776,0.020337525979240864,0.020511514690708006,0.018822920864576494,0.02072615256825966,0.01924077761076793,0.018892870623266823,0.01777415129095162,0.020517147091037004
primary,300,-4,loop,0.001,8,0.014220919609069824,5000041,5000000,0.02374581945630972,0.02374581945630972,0.0,9,0.0069759657624562646,0.021601043389906135,0.022456915257222633,0.019309386842816377,0.021663980725771147,0.01958490982282536,0.022539577679486878,0.02145719746154301,0.020753081986006172,0.02169551849467802,0.02374581945630972
primary,300,-4,loop,0.001,9,0.014220919609069824,5000042,5000000,0.024631559613867746,0.021599439002955877,0.12309901030715345,8,0.0010763419809371687,0.02266108215759585,0.021414249785698215,0.021301209653380813,0.021425880373661613,0.016576121856705275,0.021257177060263296,0.01851068254509652,0.017219826714636535,0.024631559613867746,0.021599439002955877
primary,300,-4,loop,0.001,10,0.014220919609069824,5000043,5000000,0.02547508234876556,0.023200992287322655,0.08926723102286001,0,0.026803368914877314,0.02547508234876556,0.018723274443535325,0.019708621922385695,0.01891622745777018,0.020605156101753674,0.017483638130897858,0.019970678054755706,0.022571702069145768,0.02054254936699144,0.023200992287322655
primary,300,-4,loop,0.001,11,0.014220919609069824,5000044,5000000,0.026092916640165893,0.021095970794875834,0.1915058371591373,0,-0.009422597853115723,0.026092916640165893,0.02274767834709848,0.01918996868396232,0.019732135565555687,0.021331485425754713,0.019222730521715636,0.018521394528731867,0.021577071289818558,0.018057719141290077,0.021095970794875834
primary,300,-4,loop,0.001,12,0.014220919609069824,5000045,5000000,0.023542234116137824,0.02177007500152891,0.07527574085752774,1,-0.009782430124027257,0.022581295251703215,0.023542234116137824,0.021663905510855057,0.017860507485097238,0.02198818903599643,0.020552392131214806,0.018147439704346673,0.022709122389528366,0.019713580374070366,0.02177007500152891
primary,300,-4,loop,0.001,13,0.014220919609069824,5000046,5000000,0.025500244617373467,0.02097155069402632,0.1775941364924839,0,-0.0011434494133931263,0.025500244617373467,0.021164270714490174,0.02367372623405054,0.022426676073756473,0.019699680982664135,0.019520487051967326,0.017944130919826197,0.02393626266574106,0.02201849602612251,0.02097155069402632
primary,300,-4,loop,0.001,14,0.014220919609069824,5000047,5000000,0.025813812254563508,0.022983858826154988,0.109629426308336,0,0.012291171257795407,0.025813812254563508,0.020831421444604353,0.01973769675100253,0.021537361170766267,0.020902938942645367,0.018992771988405,0.01598989040952064,0.0198850182550024,0.018159428468056824,0.022983858826154988
primary,300,-4,loop,0.001,15,0.014220919609069824,5000048,5000000,0.023576260785037183,0.023576260785037183,0.0,9,0.026172886191387416,0.02185105208578652,0.019122325419803965,0.021445197267593072,0.019361936715669076,0.018861262591242923,0.019439056719658347,0.01664151444134617,0.021783036716381245,0.018178883861517007,0.023576260785037183
primary,300,-4,loop,0.001,16,0.014220919609069824,5000049,5000000,0.023579093275206752,0.023579093275206752,0.0,9,0.01752078098297173,0.01826769516175173,0.020495262146963022,0.021782975273500215,0.019051117907228732,0.021517449671602996,0.02077573016611311,0.020483751107101843,0.021764266267546684,0.020207071468778502,0.023579093275206752
primary,300,-4,loop,0.001,17,0.014220919609069824,5000050,5000000,0.027896821680675653,0.022694746893061907,0.18647553642394998,8,0.010115197166254785,0.02282194512190889,0.020930588316229556,0.022518124511526436,0.0213637666145984,0.021385280994601397,0.019224926118992815,0.021629714131873073,0.023354546041316183,0.027896821680675653,0.022694746893061907
primary,300,-4,loop,0.001,18,0.014220919609069824,5000051,5000000,0.024598130879069084,0.019124701617434063,0.22251403118071583,0,-0.015328589889371894,0.024598130879069084,0.021619807780275353,0.02146254497730289,0.0219234594022277,0.019719121106867545,0.017984740260064882,0.01875064320718199,0.023374580184113567,0.019811089973262534,0.019124701617434063
primary,300,-4,loop,0.001,19,0.014220919609069824,5000052,5000000,0.026376431365551713,0.026376431365551713,0.0,9,0.01694825757349731,0.020972144861126186,0.023031996754544693,0.02067490332416076,0.02170524775193066,0.021504800763321813,0.020568371039363563,0.018555268390818003,0.022128192841897768,0.023410968600002628,0.026376431365551713
primary,300,-4,loop,0.001,20,0.014220919609069824,5000053,5000000,0.023492719618365156,0.022720809033521073,0.03285743827665632,0,0.009115813381314897,0.023492719618365156,0.021122830313249474,0.01686090738414107,0.019526271665562187,0.019246258486274485,0.02013990549511022,0.018207482108035748,0.019383930193679445,0.02108543362050175,0.022720809033521073
primary,300,-4,loop,0.001,21,0.014220919609069824,5000054,5000000,0.02295338964572664,0.02295338964572664,0.0,9,0.0006137079447182095,0.01959357072395747,0.022840972071863565,0.021965566741234722,0.01877748521678375,0.02189013770951503,0.015211110130486922,0.01830419507841952,0.020896148060847827,0.02109113666231656,0.02295338964572664
primary,300,-4,loop,0.001,22,0.014220919609069824,5000055,5000000,0.023909669972077132,0.022700458500254893,0.0505741598768967,0,0.018864060952065012,0.023909669972077132,0.019520635373327294,0.0188862104686332,0.023202458335117294,0.017989555025578273,0.019722019403396417,0.021485674456472887,0.02029878393256889,0.022009371677056428,0.022700458500254893
primary,300,-4,loop,0.001,23,0.014220919609069824,5000056,5000000,0.024212370873660315,0.021109937479109216,0.12813422570682573,8,0.005785591656790183,0.021393711053170828,0.020155133276559708,0.022094687477296752,0.022475671267733588,0.020933618023384126,0.016354001557656216,0.020514128395283177,0.01825995013029942,0.024212370873660315,0.021109937479109216
primary,300,-4,loop,0.001,24,0.014220919609069824,5000057,5000000,0.02549641791178176,0.02549641791178176,0.0,9,0.022487122784590387,0.025075854094658637,0.021298580821315534,0.020402408278297344,0.01836032888445595,0.023368498341935398,0.02008981166039905,0.01895218582545968,0.021577889578302378,0.024549601471435253,0.02549641791178176
primary,300,-4,loop,0.001,25,0.014220919609069824,5000058,5000000,0.025538884798743413,0.02135873986610924,0.1636776611591188,0,0.002785110690787125,0.025538884798743413,0.020888109165527705,0.020309019576658247,0.022275159080806274,0.019917168257366103,0.02069417199196445,0.020104715717997275,0.01959009311884128,0.02212135053754728,0.02135873986610924
primary,300,-4,loop,0.001,26,0.014220919609069824,5000059,5000000,0.023981023523822687,0.02365914134007358,0.013422370542939063,0,0.012820263824109147,0.023981023523822687,0.02135289087859791,0.021088091888608468,0.021552071587406928,0.01987096753037596,0.0212387377747227,0.017930583750317437,0.023059497244243887,0.01860525478239931,0.02365914134007358
primary,300,-4,loop,0.001,27,0.014220919609069824,5000060,5000000,0.02302877832742289,0.02302877832742289,0.0,9,0.009302995260878761,0.021575812112333417,0.021377104527550296,0.022812615253495875,0.01841664504768719,0.020267693497960787,0.021942668974189537,0.020130588534941547,0.021462755456916224,0.018815552802119783,0.02302877832742289
primary,300,-4,loop,0.001,28,0.014220919609069824,5000061,5000000,0.023448474838847384,0.020225656200125914,0.13744256975062377,8,-0.0057922829297298575,0.020576873779407756,0.021184935263125565,0.019378779223622862,0.021739675275372586,0.021013737053759172,0.02098759331450485,0.018114760334752723,0.021539324654006917,0.023448474838847384,0.020225656200125914
primary,300,-4,loop,0.001,29,0.014220919609069824,5000062,5000000,0.024505271900888418,0.024274167531702025,0.00943080207849411,8,0.005988184639964333,0.01979289592004577,0.023138712973141243,0.020562297392489905,0.021465547599959497,0.020792370142754753,0.021061548995871426,0.01816606498321199,0.018495711219030823,0.024505271900888418,0.024274167531702025
primary,300,-4,loop,0.001,30,0.014220919609069824,5000063,5000000,0.02309336420289567,0.02279554596892492,0.01289626887365814,0,0.029291943350492438,0.02309336420289567,0.018033457873009088,0.02260301326903284,0.02005322943216214,0.022052193851837792,0.02063023971570501,0.020137665961028475,0.02065671815196242,0.019294846971318735,0.02279554596892492
primary,300,-4,loop,0.001,31,0.014220919609069824,5000064,5000000,0.023669498518239556,0.023669498518239556,0.0,9,0.006258649161534961,0.022661318869799545,0.022513562177981047,0.02228156911964467,0.020623000154476195,0.021058281429147823,0.020462827193147848,0.01956751477906674,0.022035091590833424,0.019914515946742498,0.023669498518239556
primary,300,-4,loop,0.01,0,0.14220919609069824,5000065,5000000,0.0025937691273981204,0.0025165328634476763,0.029777617099693135,2,0.0049507772847985024,0.0024684900644789346,0.0024188102212668087,0.0025937691273981204,0.002384551791420898,0.002446391185639385,0.002281378515311631,0.0021640233506933825,0.002376617091356185,0.0019985119947863584,0.0025165328634476763
primary,300,-4,loop,0.01,1,0.14220919609069824,5000066,5000000,0.002473464922584666,0.0024325690636346564,0.016533834201594967,8,0.01736780449754958,0.002236006047050343,0.002117010728336993,0.002303563585715176,0.0023412148455098382,0.002114181501180664,0.002122533243452371,0.0021105244750590614,0.0023331316081299028,0.002473464922584666,0.0024325690636346564
primary,300,-4,loop,0.01,2,0.14220919609069824,5000067,5000000,0.002524885803172481,0.0024479816041257244,0.03045848605100044,7,-0.0032338774498015276,0.002305122436750127,0.0025121399080326678,0.002164265843055956,0.0023384098833235728,0.0021316557672368223,0.0021341393489473512,0.002126919579385957,0.002524885803172481,0.0021743196061603538,0.0024479816041257244
primary,300,-4,loop,0.01,3,0.14220919609069824,5000068,5000000,0.0024004644773787825,0.0024004644773787825,0.0,9,0.003013886177407911,0.0022776835026573875,0.0023432786705825464,0.0018600036308116766,0.002076236237024208,0.0020257839771440564,0.0020892343882332456,0.0017335316777642845,0.00224759793904267,0.002268937251094059,0.0024004644773787825
primary,300,-4,loop,0.01,4,0.14220919609069824,5000069,5000000,0.0024615015332795703,0.0020784610753249158,0.1556125204962598,4,-0.013309493556049495,0.002275418112400597,0.002311979403867881,0.002102466836074692,0.0021763619457520157,0.0024615015332795703,0.002167574471092469,0.0021597500753889227,0.0024095815883348327,0.0023126296247388714,0.0020784610753249158
primary,300,-4,loop,0.01,5,0.14220919609069824,5000070,5000000,0.002397827279607697,0.0023278993018407625,0.029163058712557643,0,0.004081706975916671,0.002397827279607697,0.0022531123287917953,0.002257338780521056,0.0020413931662912766,0.002306465723965633,0.0022104240263601423,0.002162352361385583,0.0022966134168127344,0.00220476426838258,0.0023278993018407625
primary,300,-4,loop,0.01,6,0.14220919609069824,5000071,5000000,0.002631645354859571,0.002503255708054376,0.04878683463914522,1,-0.006252119485333382,0.002529077123215307,0.002631645354859571,0.00243055079196319,0.0022809128912940515,0.002211313099463138,0.002061142701266122,0.0023415492072904856,0.002231495742257103,0.002504848605165284,0.002503255708054376
primary,300,-4,loop,0.01,7,0.14220919609069824,5000072,5000000,0.002525736860174715,0.0023120110925435714,0.08461917427603295,0,0.004505412864315336,0.002525736860174715,0.002230162235281636,0.0024070801455705316,0.002288220073185736,0.0023000262080841395,0.0021771471519330633,0.002116291615602727,0.0022105446483773605,0.0025177405835936618,0.0023120110925435714
primary,300,-4,loop,0.01,8,0.14220919609069824,5000073,5000000,0.0028157174797950246,0.002014152319542271,0.28467527929202247,8,-0.02141386807054834,0.0026392255187629456,0.0023905176107305933,0.002365348147024627,0.0021139467116439562,0.0022269306397254707,0.002295005801481702,0.0019528015925426084,0.002193302402975681,0.0028157174797950246,0.002014152319542271
primary,300,-4,loop,0.01,9,0.14220919609069824,5000074,5000000,0.0022795499604671763,0.0020833190858289686,0.08608316464005401,1,-0.011251926363767985,0.002227090812837043,0.0022795499604671763,0.0022125973838286496,0.002193989539259371,0.0022111287164651348,0.002274259843782614,0.0019632653662601434,0.0022696707738354654,0.002169142027845041,0.0020833190858289686
primary,300,-4,loop,0.01,10,0.14220919609069824,5000075,5000000,0.0025427623930134946,0.002024215915005874,0.20393037085511848,8,-0.016470339519899572,0.002479704937258679,0.0023093025859929656,0.0023800928040983876,0.0023735294631270472,0.0022634975453245604,0.002085555138858073,0.0020132315083562437,0.0022675083892049913,0.0025427623930134946,0.002024215915005874
primary,300,-4,loop,0.01,11,0.14220919609069824,5000076,5000000,0.002600786360733566,0.0021273524189252984,0.1820349217352471,0,-0.01326196153332231,0.002600786360733566,0.0023654640911831386,0.0022576488388303135,0.0022277277553754,0.002416938879867077,0.002304708044801195,0.001977297265693064,0.0021423676856414504,0.002511664627540321,0.0021273524189252984
primary,300,-4,loop,0.01,12,0.14220919609069824,5000077,5000000,0.0023664677676983937,0.0023379842700761754,0.012036292232234728,5,0.00310284556149473,0.0020719160041370887,0.0022806632390891157,0.0022754369288911333,0.0021504042028484332,0.0023057145806048636,0.0023664677676983937,0.001791684041407405,0.0022890317499738503,0.002045607623040132,0.0023379842700761754
primary,300,-4,loop,0.01,13,0.14220919609069824,5000078,5000000,0.0023896089514628535,0.0022019033354017466,0.078550767006312,1,-0.010225918034433788,0.0023715184649684604,0.0023896089514628535,0.002209188950833423,0.0022022156942518895,0.002085601299849413,0.001966758225111154,0.0017385860725730542,0.002005219129477162,0.0023345254445534965,0.0022019033354017466
primary,300,-4,loop,0.01,14,0.14220919609069824,5000079,5000000,0.0025875182579535565,0.0025875182579535565,0.0,9,0.013736115977962761,0.0023837112776711827,0.002318243927574117,0.002042536115419512,0.0023223959437422914,0.002122361886318537,0.002088081288664308,0.0018944176239214226,0.002036614394045427,0.002019184648236425,0.0025875182579535565
primary,300,-4,loop,0.01,15,0.14220919609069824,5000080,5000000,0.0024982049624084324,0.0022730420249773642,0.09012988955232343,7,-0.0001405640801848394,0.002222637545092064,0.002275599535083236,0.002421713200606922,0.0024789569380308484,0.002245032996175578,0.0019545528412859055,0.0021120611828469513,0.0024982049624084324,0.0022332105985272614,0.0022730420249773642
primary,300,-4,loop,0.01,16,0.14220919609069824,5000081,5000000,0.0026505004601504283,0.0021861765987409507,0.17518346750558256,8,-0.00284950927153254,0.0025133243248038903,0.002236585381173108,0.002135057367051847,0.0024651326916504705,0.0022669723575817063,0.0020817679957907593,0.001875167292583663,0.002229726522185734,0.0026505004601504283,0.0021861765987409507
primary,300,-4,loop,0.01,17,0.14220919609069824,5000082,5000000,0.002582781533041581,0.002582781533041581,0.0,9,0.014539510946112494,0.0024935376547204975,0.002299175334363246,0.0021398757978313755,0.002129549141092718,0.0021479526532017837,0.0021657103377510207,0.002182137321794456,0.002073580600676287,0.002582368587368696,0.002582781533041581
primary,300,-4,loop,0.01,18,0.14220919609069824,5000083,5000000,0.0024432091737053626,0.002208980704493889,0.09586918370987212,2,-0.0023541423463895707,0.002435600843003173,0.0022509770977369318,0.0024432091737053626,0.002035204749294177,0.002005396359047824,0.0023647334294665573,0.0020260653935682466,0.0022785486353834087,0.0023266080496023565,0.002208980704493889
