main_id,benchmark,category,task_name,analysis_role,length,failure,online_v7_first,v7_frozen,v8_frozen,v82_frozen,knn20,c4_assigned_radius,c32_assigned_radius,c32_union_radius,norm_only,cosine_knn20,knn_euclidean_OR_cosine,knn_euclidean_AND_cosine_latched
6d44cef791a24e16c75b60fa,plus,Language Instructions,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_language_46_view_0_0_100_0_0_initstate_0,perturbation,52,True,-1,-1,-1,-1,29,11,31,31,-1,-1,29,-1
b466cf4d207bca0c9242a1ef,plus,Light Conditions,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_light_6,perturbation,24,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
c51c94a34b642fdbab3f3f8a,plus,Objects Layout,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_level5_sample1,perturbation,24,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42f8d94b1a35366312ed8b47,plus,Camera Viewpoints,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_view_330_15_100_0_0_initstate_0,perturbation,52,True,-1,-1,-1,-1,30,49,30,20,49,-1,30,-1
23257d546bab011bbac5e42f,plus,Light Conditions,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_light_9,perturbation,52,True,26,26,26,26,25,26,27,27,26,-1,25,-1
ec88eb6d5784b75bf20205c3,plus,Light Conditions,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_light_42,perturbation,25,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
b2ebd685b9190fe69c090e67,plus,Robot Initial States,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_view_0_0_100_0_0_initstate_468,perturbation,52,True,20,20,20,20,19,21,21,20,19,-1,19,-1
9dd4e564112a213cd06aa9f5,pro,Task,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,perturbation,52,True,27,27,27,27,25,26,26,27,27,-1,25,-1
aa9b9fb112af16a702590ecc,plus,Camera Viewpoints,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_view_20_15_100_0_0_initstate_0,perturbation,25,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0b7ae452ccf0f7e6e36d0805,plus,Sensor Noise,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_view_0_0_100_0_0_initstate_0_noise_25,perturbation,24,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
97ab728cdf07923004cf5e37,plus,Light Conditions,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_light_2,perturbation,18,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49fdc04b2776d47a9d8ff3ca,plus,Sensor Noise,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_view_0_0_100_0_0_initstate_0_noise_20,perturbation,29,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bf5f0690141314dc508a16f2,plus,Camera Viewpoints,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_48_0_100_0_0_initstate_0,perturbation,24,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
300bfa50c153250542ebcf5a,plus,Sensor Noise,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_view_0_0_100_0_0_initstate_0_noise_11,perturbation,25,False,-1,-1,-1,-1,23,24,-1,-1,-1,-1,23,-1
44263e62f253461c0d8614a7,plus,Language Instructions,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_language_46_view_0_0_100_0_0_initstate_0,perturbation,18,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2581e264e7a153e025f34a5e,plus,Robot Initial States,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_0_0_initstate_355,perturbation,52,True,-1,-1,-1,-1,16,13,-1,-1,16,-1,16,-1
9b954cdf5e39461fa47a30ea,plus,Background Textures,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_table_28,perturbation,25,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9280f2fd11eae200674fad6d,plus,Sensor Noise,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_view_0_0_100_0_0_initstate_0_noise_49,perturbation,52,True,32,32,32,32,37,40,29,29,-1,-1,37,-1
3e8b2a5adf00bffd563200fd,plus,Background Textures,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_table_10,perturbation,26,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1f824f3c7973780f3b2341aa,plus,Background Textures,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_table_19,perturbation,26,False,-1,-1,-1,-1,24,24,-1,-1,-1,-1,24,-1
fa3b3e65a2dc97cc2038699a,plus,Sensor Noise,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_0_0_100_0_0_initstate_0_noise_26,perturbation,25,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
e3abc558ec22bdfede31fd3f,plus,Background Textures,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_table_17,perturbation,25,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8e1a8a0bd03ff0725d9b4224,plus,Language Instructions,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_language_18_view_0_0_100_0_0_initstate_0,perturbation,23,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
00192ded16200267d76a62b8,plus,Sensor Noise,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_100_0_0_initstate_0_noise_31,perturbation,22,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
07f45d22b8b575f1c84a45ab,plus,Objects Layout,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_add_29,perturbation,52,True,14,14,14,14,11,12,13,13,14,-1,11,-1
7ff84e5b48c4926a6875ec14,plus,Background Textures,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_table_27,perturbation,23,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3fb4836d290eaca7aa8c9a37,plus,Objects Layout,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_add_10,perturbation,21,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9a8744253112907de12fb243,plus,Objects Layout,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_level2_sample2,perturbation,25,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15a464d91110146d8b87108a,plus,Light Conditions,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_light_11,perturbation,25,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
f7b29deba92b8d3ee53527a8,plus,Light Conditions,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_light_38,perturbation,24,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
684340d10bdc3888d4322ff1,plus,Objects Layout,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_add_24,perturbation,52,True,-1,-1,-1,-1,31,31,34,34,-1,-1,31,-1
f30cd5fc06396e62e0f7fbaa,plus,Objects Layout,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_add_26,perturbation,24,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22a95ba27bb8408e0fdd175c,plus,Camera Viewpoints,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_0_0_126_0_0_initstate_0,perturbation,25,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82702f55b49d547834945fe5,pro,Position,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,perturbation,52,True,12,12,12,12,10,12,10,11,12,-1,10,-1
ae560abd14bf7ac6e6c4cef2,plus,Background Textures,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_table_4,perturbation,24,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ccf18b18145fe597b0ec7b56,plus,Objects Layout,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_add_25,perturbation,23,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7ce163b305068ca6aa1fd088,plus,Background Textures,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_table_14,perturbation,52,True,-1,-1,-1,-1,26,26,28,27,27,-1,26,-1
8a9b5def886801b8b2a5d2df,plus,Objects Layout,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_add_12,perturbation,52,True,45,45,45,45,12,15,12,12,46,-1,12,-1
17e738a537af77d8b82ced2f,plus,Objects Layout,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_level4_sample1,perturbation,25,False,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1
78aff30e56739afb11910061,pro,Environment,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,unchanged_scene_control,25,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2904308bf6f9ea2285ddc26d,plus,Background Textures,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_table_23,perturbation,38,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
261cca0ccbb882d59aff9989,plus,Robot Initial States,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_100_0_0_initstate_204,perturbation,38,False,18,18,18,18,17,18,19,19,18,-1,17,-1
165383a48f9466ceea5b445a,plus,Language Instructions,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_language_7_view_0_0_100_0_0_initstate_0,perturbation,24,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
db39b33f76ccf47e0a5efa80,plus,Language Instructions,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_language_13_view_0_0_100_0_0_initstate_0,perturbation,26,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
05ed707cfe758a8a6c19c2e0,plus,Language Instructions,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_2_view_0_0_100_0_0_initstate_0,perturbation,25,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7439f716b39583c51883cb66,plus,Background Textures,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_table_27,perturbation,52,True,26,26,26,26,25,26,25,17,26,-1,25,-1
5e87be33201d7c57078d6fd2,plus,Camera Viewpoints,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_292_15_100_0_0_initstate_0,perturbation,19,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
c7c72570c32bd62d1ef1916b,plus,Robot Initial States,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_286,perturbation,18,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4c078923aeed97d7e7374ef1,plus,Robot Initial States,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_0_0_100_0_0_initstate_113,perturbation,25,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
f5af711d9090d88bda1de819,plus,Robot Initial States,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_view_0_0_100_0_0_initstate_87,perturbation,24,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5036c2a97b890aa6d8626a44,pro,Object,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,perturbation,23,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ce35aef09b62349f3ce62316,plus,Robot Initial States,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_view_0_0_100_0_0_initstate_2,perturbation,25,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
c20b50f350cfac3317e7236f,pro,Semantic,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,perturbation,31,False,-1,-1,-1,-1,11,11,-1,-1,11,-1,11,-1
bbaed89ae657dab32ebc9f21,plus,Language Instructions,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_language_21_view_0_0_100_0_0_initstate_0,perturbation,52,True,31,31,31,22,18,18,20,20,31,-1,18,-1
a582d69861a90b595ba3c351,pro,Task,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,perturbation,52,True,38,38,38,38,37,38,37,38,38,-1,37,-1
ae509696bbaad31c5aa0f7a5,plus,Language Instructions,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_language_25_view_0_0_100_0_0_initstate_0,perturbation,52,True,16,16,16,16,17,17,18,18,16,-1,17,-1
77423ccc3daa2807689a2131,plus,Camera Viewpoints,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_view_0_0_100_354_10_initstate_0,perturbation,23,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bb86f0cfa4b982f8592f194b,plus,Camera Viewpoints,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_356_initstate_0,perturbation,52,True,26,26,26,26,41,-1,-1,41,40,-1,41,-1
bd685084aa38fda6ccce3954,pro,Position,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,perturbation,52,True,31,31,31,31,28,29,31,30,29,-1,28,-1
23570d71ddbffd4dc3b63f74,pro,Environment,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,perturbation,52,True,14,14,14,14,10,9,12,11,14,-1,10,-1
684d02b81d7b0f9e173d2080,plus,Robot Initial States,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_view_0_0_100_0_0_initstate_231,perturbation,52,True,-1,-1,-1,-1,11,11,12,12,11,-1,11,-1
22ed7ab63fca8a45ae67e326,plus,Robot Initial States,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_view_0_0_100_0_0_initstate_410,perturbation,52,True,10,10,10,10,8,10,8,9,10,-1,8,-1
57db324771672ddab8e23e7e,pro,Object,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,perturbation,52,True,37,37,37,37,-1,-1,-1,42,-1,-1,-1,-1
c7f57208f10e51a70b94c886,pro,Object,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,perturbation,52,True,46,46,46,46,43,11,45,12,46,-1,43,-1
e54fc6400ec4760576613b24,pro,Task,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,perturbation,52,True,29,29,29,29,28,30,29,29,29,-1,28,-1
ccabce72ca230c3bbecd83ee,pro,Environment,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,unchanged_scene_control,26,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
997ba475df6cb7753e1b075e,pro,Object,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,perturbation,52,True,-1,-1,41,29,29,29,32,32,-1,-1,29,-1
ed8c43a9e1031bdb97196347,pro,Semantic,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,perturbation,52,True,40,40,40,40,31,31,34,33,39,-1,31,-1
ebcc1af39aae99b4e286b8cd,pro,Task,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,perturbation,52,True,-1,-1,-1,-1,40,40,38,41,40,-1,40,-1
586544de8f4a24cca68c504a,plus,Light Conditions,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_light_35,perturbation,24,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
e533ec6b1989ff35307a0ecd,plus,Camera Viewpoints,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_view_300_15_100_0_0_initstate_0,perturbation,52,True,33,33,31,30,32,33,36,34,33,-1,32,-1
379350aa2f27b85340ad8e6f,pro,Environment,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,perturbation,52,True,11,11,11,11,9,10,10,11,11,-1,9,-1
189c4b6f357d43c15ac8be60,plus,Light Conditions,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_light_2,perturbation,27,False,-1,-1,-1,-1,25,-1,23,26,-1,-1,25,-1
bc4551f705dc9ccd7ac52eec,pro,Semantic,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,perturbation,26,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
85533a0031e41f76bca7ccab,pro,Environment,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,unchanged_scene_control,52,True,40,40,40,40,40,41,41,40,40,-1,40,-1
301c74f1ab2de8c5e673c3b0,plus,Objects Layout,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_add_16,perturbation,23,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
a37b7c6f40a371691e85eb19,pro,Object,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,perturbation,25,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
24c82389fac7e48626324386,pro,Position,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,perturbation,52,True,-1,-1,-1,-1,16,17,16,15,27,-1,16,-1
38ffb010cc54bce75c9b9b43,pro,Task,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,perturbation,52,True,32,32,32,32,30,11,32,32,32,-1,30,-1
52507fbcd264c9821c29e4c6,pro,Task,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,perturbation,52,True,35,35,35,35,32,33,34,35,35,-1,32,-1
3a82645233116606ab67128b,pro,Environment,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,perturbation,52,True,-1,-1,-1,47,14,15,12,38,28,-1,14,-1
5668eade328ccdc00feb05fb,pro,Position,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,perturbation,52,True,8,8,8,8,8,9,9,9,8,-1,8,-1
7d83efbe511283fc2b5d732a,pro,Position,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,perturbation,52,True,8,8,8,8,8,9,9,9,8,-1,8,-1
3e2fb979c34985c166f2da79,pro,Semantic,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,perturbation,25,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
76d1806714d3e4e953400562,pro,Semantic,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,perturbation,25,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
87006001a1999b7d616f65bc,pro,Object,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,perturbation,52,True,50,50,50,50,23,20,23,24,50,-1,23,-1
d4319f25106583f3d9750737,pro,Task,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,perturbation,52,True,34,34,34,34,26,27,36,28,26,-1,26,-1
dae5d71fe98523f94b902955,pro,Object,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,perturbation,52,True,9,9,9,9,9,10,8,9,9,-1,9,-1
e1210f415731074f79f4d457,pro,Semantic,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,perturbation,25,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
a69fbfe46a3feacf04f8d09f,pro,Environment,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,unchanged_scene_control,26,False,-1,-1,-1,-1,25,24,-1,-1,-1,-1,25,-1
d894340e49a3f57720fb4fdb,pro,Semantic,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,perturbation,25,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
c03d6fc34b8550743dc7efef,pro,Object,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,perturbation,24,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
01eab18951d900010e6622f1,pro,Task,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,perturbation,52,True,34,34,34,34,44,35,-1,-1,-1,-1,44,-1
d2ee0b90ccfc538032ab2e35,pro,Task,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,perturbation,52,True,34,34,34,34,33,34,33,33,34,-1,33,-1
9f889388f9c48f70090786f7,pro,Object,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,perturbation,22,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9cb8d2bade45abeaf184b433,pro,Position,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,perturbation,52,True,-1,-1,40,38,10,9,22,11,39,-1,10,-1
1ef1a40a2a9f24c535881dab,pro,Semantic,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,perturbation,22,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
78e17f738e6e3e1a651f52cc,pro,Task,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,perturbation,52,True,35,35,35,35,35,36,36,36,35,-1,35,-1
55a8c57366a255f68c019827,pro,Position,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,perturbation,52,True,31,31,31,31,30,31,31,30,30,-1,30,-1
