paired_record_index,candidate,episode_id,outcome,relative_query,action_total_input_rms,action_vision_marginal_rms,action_state_marginal_rms,action_noise_rms,action_input_to_noise_ratio,action_vision_to_noise_ratio,action_state_to_noise_ratio
1,6,100000006,failed_grasp,-2,0.3360745906829834,0.33605170249938965,0.0015979898162186146,0.012996385805308819,25.859080802733803,25.857319683609102,0.12295647729739301
2,6,100000006,failed_grasp,-1,0.022919846698641777,0.023508373647928238,0.0017496091313660145,0.01339084655046463,1.7116055069607614,1.7555554504589967,0.1306570966049422
3,6,100000006,failed_grasp,0,0.621431827545166,0.580043375492096,0.11810322105884552,0.33399152755737305,1.8606215315998293,1.7367008670375812,0.3536114281777934
4,6,100000006,failed_grasp,1,0.5647461414337158,0.4644182026386261,0.7193125486373901,0.018360757268965244,30.75832511485204,25.294065807602678,39.1766275268628
5,6,100000006,failed_grasp,2,0.11274402588605881,0.06081026419997215,0.06703399121761322,0.012397503945976496,9.094090744181527,4.9050409231535355,5.407055445170359
13,3,100000003,success,-2,0.04002039507031441,0.03901054710149765,0.0033609215170145035,0.012033348437398672,3.3257904296973786,3.241869651198334,0.2793006065185507
14,3,100000003,success,-1,0.5036731958389282,0.4783327579498291,0.002438342897221446,0.013730955310165882,36.68158438080616,34.836087303822886,0.1775799893119009
15,3,100000003,success,0,0.5884214639663696,0.5849097967147827,0.024127762764692307,0.018821331672370434,31.26354044491802,31.076961338151524,1.2819370693154337
16,3,100000003,success,1,0.2149263620376587,0.05322599038481712,0.17811991274356842,0.015727884136140347,13.66530680015564,3.3841799649650066,11.325103313437772
17,3,100000003,success,2,0.1392369568347931,0.10391788184642792,0.04010507091879845,0.014967553783208132,9.302586037205417,6.942876795472871,2.6794672997127766
25,4,100000004,success,-2,0.02482675388455391,0.026116125285625458,0.003371970495209098,0.009894901886582375,2.509044977820279,2.6393516161124637,0.34077856797969236
26,4,100000004,success,-1,0.4813763201236725,0.4812367558479309,0.0020246868953108788,0.012723307125270367,37.83421365091377,37.82324446858031,0.1591321246415212
27,4,100000004,success,0,0.5419690608978271,0.47369110584259033,0.18964968621730804,0.017298908904194832,31.329667315977627,27.38271578086202,10.963101041090498
28,4,100000004,success,1,0.21294210851192474,0.05845043808221817,0.1828439086675644,0.018125719390809536,11.748063837945924,3.2247237652732768,10.087539408795745
29,4,100000004,success,2,0.130085751414299,0.09098057448863983,0.04219004139304161,0.014350672718137503,9.064784206937315,6.33981251440927,2.9399347488232057
37,7,100000007,success,-2,0.03051622211933136,0.030490178614854813,0.0017428183928132057,0.011041934136301279,2.7636663778863464,2.761307778011083,0.15783633295579486
38,7,100000007,success,-1,0.4759800434112549,0.47587522864341736,0.0013515694299712777,0.013404640834778547,35.50860103437589,35.50078174483808,0.10082847027610095
39,7,100000007,success,0,0.5947897434234619,0.5613479614257812,0.14174054563045502,0.01897664461284876,31.343251431327328,29.58099141750814,7.469210101267583
40,7,100000007,success,1,0.18668067455291748,0.054241523146629333,0.13749265670776367,0.0165223591029644,11.29866948112898,3.2829163685770184,8.321611693035717
41,7,100000007,success,2,0.11030437797307968,0.08368202298879623,0.030692709609866142,0.01554549252614379,7.095585925474808,5.383040958532716,1.9743800048952047
49,8,100000008,success,-2,0.33666855096817017,0.33678120374679565,0.0023214041721075773,0.011401963885873556,29.52724235386196,29.537122474493202,0.20359687114810784
50,8,100000008,success,-1,0.6716631650924683,0.6716326475143433,0.0014522643759846687,0.236922949552536,2.8349434546590078,2.8348146466301416,0.006129690596573631
51,8,100000008,success,0,0.3583938777446747,0.140218585729599,0.17694693803787231,0.019067443907260895,18.796115488148786,7.35382185528306,9.280055517587797
52,8,100000008,success,1,0.1995014250278473,0.13337640464305878,0.0734054446220398,0.01714214403182268,11.638067248617954,7.780613929941247,4.282162399625736
53,8,100000008,success,2,0.10504931211471558,0.08914552628993988,0.019791804254055023,0.013777949381619692,7.624451883591281,6.470159224772839,1.4364840300878186
61,10,100000010,success,-2,0.01614115759730339,0.015936998650431633,0.002362238708883524,0.013153675012290478,1.2271215141184104,1.211600456567498,0.17958773549417215
62,10,100000010,success,-1,0.47680047154426575,0.47672373056411743,0.0022183223627507687,0.013007460162043571,36.65592403162562,36.65002426493847,0.1705423145729822
63,10,100000010,success,0,0.5404657125473022,0.4748280644416809,0.18069100379943848,0.015335782431066036,35.24213485530864,30.962102297422472,11.7823139844113
64,10,100000010,success,1,0.1795659363269806,0.06058470159769058,0.14469623565673828,0.01526895398274064,11.760198932418952,3.9678357578503993,9.476499557225504
65,10,100000010,success,2,0.1693880707025528,0.127058744430542,0.048565253615379333,0.01568431593477726,10.799837965962164,8.10100644228998,3.096421534565896
