calibration,alpha,method,scope,tp,fp,failures,successes,recall,fpr,median_failure_q,median_failure_cap_percent,tp_by_cap_50,fp_by_cap_50,tp_by_cap_60,fp_by_cap_60,recall_lo,recall_hi,fpr_lo,fpr_hi
original,,v82_frozen,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,19,0,21,379,0.9047619047619048,0.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.005,ac_only,all,122,60,564,15436,0.21631205673758866,0.0038870173620108835,24.0,70.0,20,48,36,56,0.10564781502281502,0.393446982908964,0.0021375750086197113,0.005646866441811901
episode,0.005,ac_only,libero_goal,19,1,106,3894,0.1792452830188679,0.00025680534155110427,21.0,70.0,0,1,1,1,,,,
episode,0.005,ac_only,libero_long,70,54,274,3726,0.25547445255474455,0.014492753623188406,32.0,61.53846153846154,20,46,32,52,,,,
episode,0.005,ac_only,libero_object,5,4,44,3956,0.11363636363636363,0.0010111223458038423,19.0,67.85714285714286,0,1,0,3,,,,
episode,0.005,ac_only,libero_spatial,28,1,140,3860,0.2,0.00025906735751295336,18.0,81.81818181818181,0,0,3,0,,,,
episode,0.005,ac_only,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.005,ac_only,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1,1,51,349,0.0196078431372549,0.0028653295128939827,23.0,76.66666666666667,0,1,0,1,,,,
episode,0.005,ac_only,libero_goal/push_the_plate_to_the_front_of_the_stove,1,0,1,399,1.0,0.0,28.0,93.33333333333333,0,0,0,0,,,,
episode,0.005,ac_only,libero_goal/put_the_bowl_on_the_plate,1,0,18,382,0.05555555555555555,0.0,29.0,96.66666666666667,0,0,0,0,,,,
episode,0.005,ac_only,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,21.0,70.0,0,0,1,0,,,,
episode,0.005,ac_only,libero_goal/put_the_bowl_on_top_of_the_cabinet,0,0,16,384,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,ac_only,libero_goal/put_the_cream_cheese_in_the_bowl,7,0,9,391,0.7777777777777778,0.0,21.0,70.0,0,0,0,0,,,,
episode,0.005,ac_only,libero_goal/put_the_wine_bottle_on_the_rack,0,0,1,399,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,ac_only,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,0,0,1,399,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,ac_only,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.005,ac_only,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,0,4,396,0.25,0.0,24.0,46.15384615384615,1,0,1,0,,,,
episode,0.005,ac_only,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,10,1,399,0.0,0.02506265664160401,,,0,10,0,10,,,,
episode,0.005,ac_only,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,11,1,399,0.0,0.02756892230576441,,,0,11,0,11,,,,
episode,0.005,ac_only,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,1,151,249,0.026490066225165563,0.004016064257028112,39.0,75.0,0,0,0,0,,,,
episode,0.005,ac_only,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,14,4,30,370,0.4666666666666667,0.010810810810810811,27.0,51.92307692307692,7,4,9,4,,,,
episode,0.005,ac_only,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,2,10,390,0.1,0.005128205128205128,39.0,75.0,0,1,0,2,,,,
episode,0.005,ac_only,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,2,6,4,396,0.5,0.015151515151515152,31.5,60.57692307692308,1,2,1,6,,,,
episode,0.005,ac_only,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,7,0,20,380,0.35,0.0,49.0,94.23076923076923,0,0,0,0,,,,
episode,0.005,ac_only,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,35,11,47,353,0.7446808510638298,0.031161473087818695,32.0,61.53846153846154,7,9,15,10,,,,
episode,0.005,ac_only,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,9,6,394,1.0,0.02284263959390863,25.5,49.03846153846154,4,9,6,9,,,,
episode,0.005,ac_only,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,3,3,397,0.0,0.007556675062972292,,,0,0,0,2,,,,
episode,0.005,ac_only,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,0,10,390,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,ac_only,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.005,ac_only,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.005,ac_only,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,1,1,7,393,0.14285714285714285,0.002544529262086514,17.0,60.714285714285715,0,1,0,1,,,,
episode,0.005,ac_only,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0,0,1,399,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,ac_only,libero_object/pick_up_the_milk_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,19.0,67.85714285714286,0,0,0,0,,,,
episode,0.005,ac_only,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,0,0,5,395,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,ac_only,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,4,396,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,ac_only,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,1,0,7,393,0.14285714285714285,0.0,20.0,71.42857142857143,0,0,0,0,,,,
episode,0.005,ac_only,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,1,399,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,ac_only,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,21.0,95.45454545454545,0,0,0,0,,,,
episode,0.005,ac_only,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,2,0,14,386,0.14285714285714285,0.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.005,ac_only,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,0,0,3,397,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,ac_only,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,7,1,24,376,0.2916666666666667,0.0026595744680851063,19.0,86.36363636363636,0,0,1,0,,,,
episode,0.005,ac_only,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,2,0,8,392,0.25,0.0,14.0,63.63636363636364,0,0,1,0,,,,
episode,0.005,ac_only,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,2,0,13,387,0.15384615384615385,0.0,16.0,72.72727272727272,0,0,0,0,,,,
episode,0.005,ac_only,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,4,0,12,388,0.3333333333333333,0.0,20.0,90.9090909090909,0,0,1,0,,,,
episode,0.005,ac_only,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,5,0,41,359,0.12195121951219512,0.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.005,ac_only,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,5,0,21,379,0.23809523809523808,0.0,21.0,95.45454545454545,0,0,0,0,,,,
episode,0.005,st_gap_only,all,269,79,564,15436,0.4769503546099291,0.00511790619331433,30.0,68.18181818181819,36,53,65,66,0.3505683066110257,0.5921505638476904,0.002498878373721337,0.008294235784336757
episode,0.005,st_gap_only,libero_goal,31,1,106,3894,0.29245283018867924,0.00025680534155110427,22.0,73.33333333333333,4,0,7,0,,,,
episode,0.005,st_gap_only,libero_long,178,67,274,3726,0.6496350364963503,0.017981749865807837,34.0,65.38461538461539,32,53,58,60,,,,
episode,0.005,st_gap_only,libero_object,11,7,44,3956,0.25,0.001769464105156724,21.0,75.0,0,0,0,6,,,,
episode,0.005,st_gap_only,libero_spatial,49,4,140,3860,0.35,0.0010362694300518134,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,6,1,51,349,0.11764705882352941,0.0028653295128939827,28.5,95.0,0,0,1,0,,,,
episode,0.005,st_gap_only,libero_goal/push_the_plate_to_the_front_of_the_stove,0,0,1,399,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_goal/put_the_bowl_on_the_plate,1,0,18,382,0.05555555555555555,0.0,29.0,96.66666666666667,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_goal/put_the_bowl_on_the_stove,7,0,9,391,0.7777777777777778,0.0,15.0,50.0,4,0,5,0,,,,
episode,0.005,st_gap_only,libero_goal/put_the_bowl_on_top_of_the_cabinet,13,0,16,384,0.8125,0.0,22.0,73.33333333333333,0,0,1,0,,,,
episode,0.005,st_gap_only,libero_goal/put_the_cream_cheese_in_the_bowl,4,0,9,391,0.4444444444444444,0.0,25.0,83.33333333333333,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_goal/put_the_wine_bottle_on_the_rack,0,0,1,399,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,0,0,1,399,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,6,4,396,1.0,0.015151515151515152,37.0,71.15384615384616,1,6,1,6,,,,
episode,0.005,st_gap_only,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,5,1,399,1.0,0.012531328320802004,31.0,59.61538461538461,0,4,1,4,,,,
episode,0.005,st_gap_only,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,20,1,399,1.0,0.05012531328320802,42.0,80.76923076923077,0,20,0,20,,,,
episode,0.005,st_gap_only,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,82,5,151,249,0.543046357615894,0.020080321285140562,35.0,67.3076923076923,0,1,5,1,,,,
episode,0.005,st_gap_only,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,21,2,30,370,0.7,0.005405405405405406,17.0,32.69230769230769,13,2,14,2,,,,
episode,0.005,st_gap_only,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8,4,10,390,0.8,0.010256410256410256,11.5,22.115384615384613,8,2,8,4,,,,
episode,0.005,st_gap_only,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,2,0,4,396,0.5,0.0,28.5,54.80769230769231,1,0,1,0,,,,
episode,0.005,st_gap_only,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,11,0,20,380,0.55,0.0,44.0,84.61538461538461,0,0,1,0,,,,
episode,0.005,st_gap_only,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,42,21,47,353,0.8936170212765957,0.059490084985835696,31.0,59.61538461538461,8,15,23,19,,,,
episode,0.005,st_gap_only,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,4,6,394,1.0,0.01015228426395939,27.5,52.88461538461539,1,3,4,4,,,,
episode,0.005,st_gap_only,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,1,5,3,397,0.3333333333333333,0.012594458438287154,25.0,89.28571428571429,0,0,0,4,,,,
episode,0.005,st_gap_only,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,3,0,10,390,0.3,0.0,25.0,89.28571428571429,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,1,0,400,,0.0025,,,0,0,0,1,,,,
episode,0.005,st_gap_only,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,1,0,400,,0.0025,,,0,0,0,1,,,,
episode,0.005,st_gap_only,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,7,393,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0,0,1,399,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_object/pick_up_the_milk_and_place_it_in_the_basket,5,0,7,393,0.7142857142857143,0.0,20.0,71.42857142857143,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,0,0,5,395,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,4,396,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,2,0,7,393,0.2857142857142857,0.0,22.0,78.57142857142857,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,,,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,2,0,3,397,0.6666666666666666,0.0,20.5,93.18181818181819,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,0,0,14,386,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,0,0,3,397,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,17,2,24,376,0.7083333333333334,0.005319148936170213,16.0,72.72727272727273,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,1,0,8,392,0.125,0.0,16.0,72.72727272727273,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,11,1,13,387,0.8461538461538461,0.002583979328165375,17.0,77.27272727272727,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,9,0,12,388,0.75,0.0,20.0,90.9090909090909,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,9,0,41,359,0.21951219512195122,0.0,21.0,95.45454545454545,0,0,0,0,,,,
episode,0.005,st_gap_only,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,21,379,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,confirmed_only,all,113,51,564,15436,0.20035460992907803,0.003303964757709251,25.0,75.0,17,40,30,46,0.09671533172405485,0.369818006239786,0.0017149192188312353,0.004889824164900893
episode,0.005,confirmed_only,libero_goal,18,1,106,3894,0.16981132075471697,0.00025680534155110427,23.0,76.66666666666667,0,0,1,0,,,,
episode,0.005,confirmed_only,libero_long,65,46,274,3726,0.23722627737226276,0.012345679012345678,35.0,67.3076923076923,17,39,28,44,,,,
episode,0.005,confirmed_only,libero_object,5,3,44,3956,0.11363636363636363,0.0007583417593528817,19.0,67.85714285714286,0,1,0,2,,,,
episode,0.005,confirmed_only,libero_spatial,25,1,140,3860,0.17857142857142858,0.00025906735751295336,19.0,86.36363636363636,0,0,1,0,,,,
episode,0.005,confirmed_only,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.005,confirmed_only,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1,1,51,349,0.0196078431372549,0.0028653295128939827,23.0,76.66666666666667,0,0,0,0,,,,
episode,0.005,confirmed_only,libero_goal/push_the_plate_to_the_front_of_the_stove,1,0,1,399,1.0,0.0,28.0,93.33333333333333,0,0,0,0,,,,
episode,0.005,confirmed_only,libero_goal/put_the_bowl_on_the_plate,0,0,18,382,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,confirmed_only,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,21.0,70.0,0,0,1,0,,,,
episode,0.005,confirmed_only,libero_goal/put_the_bowl_on_top_of_the_cabinet,0,0,16,384,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,confirmed_only,libero_goal/put_the_cream_cheese_in_the_bowl,7,0,9,391,0.7777777777777778,0.0,23.0,76.66666666666667,0,0,0,0,,,,
episode,0.005,confirmed_only,libero_goal/put_the_wine_bottle_on_the_rack,0,0,1,399,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,confirmed_only,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,0,0,1,399,0.0,0.0,,,0,0,0,0,,,,
episode,0.005,confirmed_only,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.005,confirmed_only,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,0,4,396,0.25,0.0,24.0,46.15384615384615,1,0,1,0,,,,
episode,0.005,confirmed_only,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,8,1,399,0.0,0.020050125313283207,,,0,8,0,8,,,,
episode,0.005,confirmed_only,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,11,1,399,0.0,0.02756892230576441,,,0,11,0,11,,,,
episode,0.005,confirmed_only,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,0,151,249,0.026490066225165563,0.0,39.0,75.0,0,0,0,0,,,,
episode,0.005,confirmed_only,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,11,4,30,370,0.36666666666666664,0.010810810810810811,24.0,46.15384615384615,6,4,8,4,,,,
episode,0.005,confirmed_only,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,2,10,390,0.0,0.005128205128205128,,,0,1,0,2,,,,
episode,0.005,confirmed_only,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,2,4,4,396,0.5,0.010101010101010102,37.0,71.15384615384616,0,0,0,3,,,,
