scope,suite,method,failure,episodes,unique_episodes,bin,count,fraction
seen,libero_long,knn10_cross_task,False,1571,1357,q0-7,0,0.0
seen,libero_long,knn10_cross_task,False,1571,1357,q8-10,0,0.0
seen,libero_long,knn10_cross_task,False,1571,1357,q11-14,0,0.0
seen,libero_long,knn10_cross_task,False,1571,1357,q15-19,2,0.001273074474856779
seen,libero_long,knn10_cross_task,False,1571,1357,q20-29,5,0.003182686187141948
seen,libero_long,knn10_cross_task,False,1571,1357,q30-39,5,0.003182686187141948
seen,libero_long,knn10_cross_task,False,1571,1357,q40-51,0,0.0
seen,libero_long,knn10_cross_task,False,1571,1357,no_alarm,1559,0.9923615531508593
seen,libero_long,knn10_cross_task,True,109,83,q0-7,0,0.0
seen,libero_long,knn10_cross_task,True,109,83,q8-10,0,0.0
seen,libero_long,knn10_cross_task,True,109,83,q11-14,0,0.0
seen,libero_long,knn10_cross_task,True,109,83,q15-19,0,0.0
seen,libero_long,knn10_cross_task,True,109,83,q20-29,3,0.027522935779816515
seen,libero_long,knn10_cross_task,True,109,83,q30-39,39,0.3577981651376147
seen,libero_long,knn10_cross_task,True,109,83,q40-51,10,0.09174311926605505
seen,libero_long,knn10_cross_task,True,109,83,no_alarm,57,0.5229357798165137
seen,libero_object,knn10_cross_task,False,1656,1414,q0-7,0,0.0
seen,libero_object,knn10_cross_task,False,1656,1414,q8-10,0,0.0
seen,libero_object,knn10_cross_task,False,1656,1414,q11-14,7,0.004227053140096618
seen,libero_object,knn10_cross_task,False,1656,1414,q15-19,0,0.0
seen,libero_object,knn10_cross_task,False,1656,1414,q20-29,1,0.0006038647342995169
seen,libero_object,knn10_cross_task,False,1656,1414,q30-39,0,0.0
seen,libero_object,knn10_cross_task,False,1656,1414,q40-51,0,0.0
seen,libero_object,knn10_cross_task,False,1656,1414,no_alarm,1648,0.9951690821256038
seen,libero_object,knn10_cross_task,True,24,18,q0-7,0,0.0
seen,libero_object,knn10_cross_task,True,24,18,q8-10,0,0.0
seen,libero_object,knn10_cross_task,True,24,18,q11-14,7,0.2916666666666667
seen,libero_object,knn10_cross_task,True,24,18,q15-19,8,0.3333333333333333
seen,libero_object,knn10_cross_task,True,24,18,q20-29,5,0.20833333333333334
seen,libero_object,knn10_cross_task,True,24,18,q30-39,0,0.0
seen,libero_object,knn10_cross_task,True,24,18,q40-51,0,0.0
seen,libero_object,knn10_cross_task,True,24,18,no_alarm,4,0.16666666666666666
seen,libero_spatial,knn10_cross_task,False,1619,1462,q0-7,0,0.0
seen,libero_spatial,knn10_cross_task,False,1619,1462,q8-10,0,0.0
seen,libero_spatial,knn10_cross_task,False,1619,1462,q11-14,3,0.0018529956763434219
seen,libero_spatial,knn10_cross_task,False,1619,1462,q15-19,1,0.0006176652254478073
seen,libero_spatial,knn10_cross_task,False,1619,1462,q20-29,0,0.0
seen,libero_spatial,knn10_cross_task,False,1619,1462,q30-39,0,0.0
seen,libero_spatial,knn10_cross_task,False,1619,1462,q40-51,0,0.0
seen,libero_spatial,knn10_cross_task,False,1619,1462,no_alarm,1615,0.9975293390982087
seen,libero_spatial,knn10_cross_task,True,61,50,q0-7,0,0.0
seen,libero_spatial,knn10_cross_task,True,61,50,q8-10,0,0.0
seen,libero_spatial,knn10_cross_task,True,61,50,q11-14,30,0.4918032786885246
seen,libero_spatial,knn10_cross_task,True,61,50,q15-19,26,0.4262295081967213
seen,libero_spatial,knn10_cross_task,True,61,50,q20-29,4,0.06557377049180328
seen,libero_spatial,knn10_cross_task,True,61,50,q30-39,0,0.0
seen,libero_spatial,knn10_cross_task,True,61,50,q40-51,0,0.0
seen,libero_spatial,knn10_cross_task,True,61,50,no_alarm,1,0.01639344262295082
seen,all,knn12_cross_task,False,6469,5704,q0-7,0,0.0
seen,all,knn12_cross_task,False,6469,5704,q8-10,4,0.0006183335909723295
seen,all,knn12_cross_task,False,6469,5704,q11-14,5,0.000772916988715412
seen,all,knn12_cross_task,False,6469,5704,q15-19,3,0.0004637501932292472
seen,all,knn12_cross_task,False,6469,5704,q20-29,16,0.002473334363889318
seen,all,knn12_cross_task,False,6469,5704,q30-39,4,0.0006183335909723295
seen,all,knn12_cross_task,False,6469,5704,q40-51,0,0.0
seen,all,knn12_cross_task,False,6469,5704,no_alarm,6437,0.9950533312722214
seen,all,knn12_cross_task,True,251,200,q0-7,0,0.0
seen,all,knn12_cross_task,True,251,200,q8-10,0,0.0
seen,all,knn12_cross_task,True,251,200,q11-14,51,0.20318725099601595
seen,all,knn12_cross_task,True,251,200,q15-19,51,0.20318725099601595
seen,all,knn12_cross_task,True,251,200,q20-29,27,0.10756972111553785
seen,all,knn12_cross_task,True,251,200,q30-39,37,0.14741035856573706
seen,all,knn12_cross_task,True,251,200,q40-51,9,0.035856573705179286
seen,all,knn12_cross_task,True,251,200,no_alarm,76,0.30278884462151395
seen,libero_goal,knn12_cross_task,False,1623,1471,q0-7,0,0.0
seen,libero_goal,knn12_cross_task,False,1623,1471,q8-10,3,0.0018484288354898336
seen,libero_goal,knn12_cross_task,False,1623,1471,q11-14,1,0.0006161429451632779
seen,libero_goal,knn12_cross_task,False,1623,1471,q15-19,0,0.0
seen,libero_goal,knn12_cross_task,False,1623,1471,q20-29,0,0.0
seen,libero_goal,knn12_cross_task,False,1623,1471,q30-39,0,0.0
seen,libero_goal,knn12_cross_task,False,1623,1471,q40-51,0,0.0
seen,libero_goal,knn12_cross_task,False,1623,1471,no_alarm,1619,0.9975354282193469
seen,libero_goal,knn12_cross_task,True,57,49,q0-7,0,0.0
seen,libero_goal,knn12_cross_task,True,57,49,q8-10,0,0.0
seen,libero_goal,knn12_cross_task,True,57,49,q11-14,7,0.12280701754385964
seen,libero_goal,knn12_cross_task,True,57,49,q15-19,19,0.3333333333333333
seen,libero_goal,knn12_cross_task,True,57,49,q20-29,18,0.3157894736842105
seen,libero_goal,knn12_cross_task,True,57,49,q30-39,0,0.0
seen,libero_goal,knn12_cross_task,True,57,49,q40-51,0,0.0
seen,libero_goal,knn12_cross_task,True,57,49,no_alarm,13,0.22807017543859648
seen,libero_long,knn12_cross_task,False,1571,1357,q0-7,0,0.0
seen,libero_long,knn12_cross_task,False,1571,1357,q8-10,0,0.0
seen,libero_long,knn12_cross_task,False,1571,1357,q11-14,0,0.0
seen,libero_long,knn12_cross_task,False,1571,1357,q15-19,1,0.0006365372374283895
seen,libero_long,knn12_cross_task,False,1571,1357,q20-29,15,0.009548058561425843
seen,libero_long,knn12_cross_task,False,1571,1357,q30-39,4,0.002546148949713558
seen,libero_long,knn12_cross_task,False,1571,1357,q40-51,0,0.0
seen,libero_long,knn12_cross_task,False,1571,1357,no_alarm,1551,0.9872692552514322
seen,libero_long,knn12_cross_task,True,109,83,q0-7,0,0.0
seen,libero_long,knn12_cross_task,True,109,83,q8-10,0,0.0
seen,libero_long,knn12_cross_task,True,109,83,q11-14,0,0.0
seen,libero_long,knn12_cross_task,True,109,83,q15-19,1,0.009174311926605505
seen,libero_long,knn12_cross_task,True,109,83,q20-29,4,0.03669724770642202
seen,libero_long,knn12_cross_task,True,109,83,q30-39,37,0.3394495412844037
seen,libero_long,knn12_cross_task,True,109,83,q40-51,9,0.08256880733944955
seen,libero_long,knn12_cross_task,True,109,83,no_alarm,58,0.5321100917431193
seen,libero_object,knn12_cross_task,False,1656,1414,q0-7,0,0.0
seen,libero_object,knn12_cross_task,False,1656,1414,q8-10,1,0.0006038647342995169
seen,libero_object,knn12_cross_task,False,1656,1414,q11-14,1,0.0006038647342995169
seen,libero_object,knn12_cross_task,False,1656,1414,q15-19,1,0.0006038647342995169
seen,libero_object,knn12_cross_task,False,1656,1414,q20-29,1,0.0006038647342995169
seen,libero_object,knn12_cross_task,False,1656,1414,q30-39,0,0.0
seen,libero_object,knn12_cross_task,False,1656,1414,q40-51,0,0.0
seen,libero_object,knn12_cross_task,False,1656,1414,no_alarm,1652,0.9975845410628019
seen,libero_object,knn12_cross_task,True,24,18,q0-7,0,0.0
seen,libero_object,knn12_cross_task,True,24,18,q8-10,0,0.0
seen,libero_object,knn12_cross_task,True,24,18,q11-14,8,0.3333333333333333
seen,libero_object,knn12_cross_task,True,24,18,q15-19,9,0.375
seen,libero_object,knn12_cross_task,True,24,18,q20-29,3,0.125
seen,libero_object,knn12_cross_task,True,24,18,q30-39,0,0.0
seen,libero_object,knn12_cross_task,True,24,18,q40-51,0,0.0
seen,libero_object,knn12_cross_task,True,24,18,no_alarm,4,0.16666666666666666
seen,libero_spatial,knn12_cross_task,False,1619,1462,q0-7,0,0.0
seen,libero_spatial,knn12_cross_task,False,1619,1462,q8-10,0,0.0
seen,libero_spatial,knn12_cross_task,False,1619,1462,q11-14,3,0.0018529956763434219
seen,libero_spatial,knn12_cross_task,False,1619,1462,q15-19,1,0.0006176652254478073
seen,libero_spatial,knn12_cross_task,False,1619,1462,q20-29,0,0.0
seen,libero_spatial,knn12_cross_task,False,1619,1462,q30-39,0,0.0
seen,libero_spatial,knn12_cross_task,False,1619,1462,q40-51,0,0.0
seen,libero_spatial,knn12_cross_task,False,1619,1462,no_alarm,1615,0.9975293390982087
seen,libero_spatial,knn12_cross_task,True,61,50,q0-7,0,0.0
seen,libero_spatial,knn12_cross_task,True,61,50,q8-10,0,0.0
seen,libero_spatial,knn12_cross_task,True,61,50,q11-14,36,0.5901639344262295
seen,libero_spatial,knn12_cross_task,True,61,50,q15-19,22,0.36065573770491804
seen,libero_spatial,knn12_cross_task,True,61,50,q20-29,2,0.03278688524590164
seen,libero_spatial,knn12_cross_task,True,61,50,q30-39,0,0.0
seen,libero_spatial,knn12_cross_task,True,61,50,q40-51,0,0.0
seen,libero_spatial,knn12_cross_task,True,61,50,no_alarm,1,0.01639344262295082
seen,all,knn12_v8,False,6469,5704,q0-7,2,0.0003091667954861648
seen,all,knn12_v8,False,6469,5704,q8-10,14,0.0021641675684031534
seen,all,knn12_v8,False,6469,5704,q11-14,14,0.0021641675684031534
seen,all,knn12_v8,False,6469,5704,q15-19,7,0.0010820837842015767
seen,all,knn12_v8,False,6469,5704,q20-29,20,0.003091667954861648
seen,all,knn12_v8,False,6469,5704,q30-39,10,0.001545833977430824
seen,all,knn12_v8,False,6469,5704,q40-51,0,0.0
seen,all,knn12_v8,False,6469,5704,no_alarm,6402,0.9896429123512135
seen,all,knn12_v8,True,251,200,q0-7,0,0.0
seen,all,knn12_v8,True,251,200,q8-10,11,0.043824701195219126
seen,all,knn12_v8,True,251,200,q11-14,70,0.2788844621513944
seen,all,knn12_v8,True,251,200,q15-19,35,0.1394422310756972
seen,all,knn12_v8,True,251,200,q20-29,28,0.11155378486055777
seen,all,knn12_v8,True,251,200,q30-39,42,0.16733067729083664
seen,all,knn12_v8,True,251,200,q40-51,8,0.03187250996015936
seen,all,knn12_v8,True,251,200,no_alarm,57,0.22709163346613545
seen,libero_goal,knn12_v8,False,1623,1471,q0-7,0,0.0
seen,libero_goal,knn12_v8,False,1623,1471,q8-10,8,0.004929143561306223
seen,libero_goal,knn12_v8,False,1623,1471,q11-14,4,0.0024645717806531116
seen,libero_goal,knn12_v8,False,1623,1471,q15-19,2,0.0012322858903265558
seen,libero_goal,knn12_v8,False,1623,1471,q20-29,0,0.0
seen,libero_goal,knn12_v8,False,1623,1471,q30-39,0,0.0
seen,libero_goal,knn12_v8,False,1623,1471,q40-51,0,0.0
seen,libero_goal,knn12_v8,False,1623,1471,no_alarm,1609,0.9913739987677141
seen,libero_goal,knn12_v8,True,57,49,q0-7,0,0.0
seen,libero_goal,knn12_v8,True,57,49,q8-10,6,0.10526315789473684
seen,libero_goal,knn12_v8,True,57,49,q11-14,19,0.3333333333333333
seen,libero_goal,knn12_v8,True,57,49,q15-19,12,0.21052631578947367
seen,libero_goal,knn12_v8,True,57,49,q20-29,19,0.3333333333333333
seen,libero_goal,knn12_v8,True,57,49,q30-39,0,0.0
seen,libero_goal,knn12_v8,True,57,49,q40-51,0,0.0
seen,libero_goal,knn12_v8,True,57,49,no_alarm,1,0.017543859649122806
seen,libero_long,knn12_v8,False,1571,1357,q0-7,0,0.0
seen,libero_long,knn12_v8,False,1571,1357,q8-10,0,0.0
seen,libero_long,knn12_v8,False,1571,1357,q11-14,0,0.0
seen,libero_long,knn12_v8,False,1571,1357,q15-19,3,0.0019096117122851686
seen,libero_long,knn12_v8,False,1571,1357,q20-29,19,0.0120942075111394
seen,libero_long,knn12_v8,False,1571,1357,q30-39,10,0.006365372374283896
seen,libero_long,knn12_v8,False,1571,1357,q40-51,0,0.0
seen,libero_long,knn12_v8,False,1571,1357,no_alarm,1539,0.9796308084022916
seen,libero_long,knn12_v8,True,109,83,q0-7,0,0.0
seen,libero_long,knn12_v8,True,109,83,q8-10,0,0.0
seen,libero_long,knn12_v8,True,109,83,q11-14,0,0.0
seen,libero_long,knn12_v8,True,109,83,q15-19,1,0.009174311926605505
seen,libero_long,knn12_v8,True,109,83,q20-29,6,0.05504587155963303
seen,libero_long,knn12_v8,True,109,83,q30-39,42,0.3853211009174312
seen,libero_long,knn12_v8,True,109,83,q40-51,8,0.07339449541284404
seen,libero_long,knn12_v8,True,109,83,no_alarm,52,0.47706422018348627
seen,libero_object,knn12_v8,False,1656,1414,q0-7,0,0.0
seen,libero_object,knn12_v8,False,1656,1414,q8-10,1,0.0006038647342995169
seen,libero_object,knn12_v8,False,1656,1414,q11-14,1,0.0006038647342995169
seen,libero_object,knn12_v8,False,1656,1414,q15-19,1,0.0006038647342995169
seen,libero_object,knn12_v8,False,1656,1414,q20-29,1,0.0006038647342995169
seen,libero_object,knn12_v8,False,1656,1414,q30-39,0,0.0
seen,libero_object,knn12_v8,False,1656,1414,q40-51,0,0.0
seen,libero_object,knn12_v8,False,1656,1414,no_alarm,1652,0.9975845410628019
seen,libero_object,knn12_v8,True,24,18,q0-7,0,0.0
seen,libero_object,knn12_v8,True,24,18,q8-10,0,0.0
seen,libero_object,knn12_v8,True,24,18,q11-14,8,0.3333333333333333
seen,libero_object,knn12_v8,True,24,18,q15-19,9,0.375
seen,libero_object,knn12_v8,True,24,18,q20-29,3,0.125
seen,libero_object,knn12_v8,True,24,18,q30-39,0,0.0
seen,libero_object,knn12_v8,True,24,18,q40-51,0,0.0
seen,libero_object,knn12_v8,True,24,18,no_alarm,4,0.16666666666666666
seen,libero_spatial,knn12_v8,False,1619,1462,q0-7,2,0.0012353304508956147
seen,libero_spatial,knn12_v8,False,1619,1462,q8-10,5,0.0030883261272390363
seen,libero_spatial,knn12_v8,False,1619,1462,q11-14,9,0.005558987029030266
seen,libero_spatial,knn12_v8,False,1619,1462,q15-19,1,0.0006176652254478073
seen,libero_spatial,knn12_v8,False,1619,1462,q20-29,0,0.0
seen,libero_spatial,knn12_v8,False,1619,1462,q30-39,0,0.0
seen,libero_spatial,knn12_v8,False,1619,1462,q40-51,0,0.0
seen,libero_spatial,knn12_v8,False,1619,1462,no_alarm,1602,0.9894996911673872
seen,libero_spatial,knn12_v8,True,61,50,q0-7,0,0.0
seen,libero_spatial,knn12_v8,True,61,50,q8-10,5,0.08196721311475409
seen,libero_spatial,knn12_v8,True,61,50,q11-14,43,0.7049180327868853
seen,libero_spatial,knn12_v8,True,61,50,q15-19,13,0.21311475409836064
seen,libero_spatial,knn12_v8,True,61,50,q20-29,0,0.0
seen,libero_spatial,knn12_v8,True,61,50,q30-39,0,0.0
seen,libero_spatial,knn12_v8,True,61,50,q40-51,0,0.0
seen,libero_spatial,knn12_v8,True,61,50,no_alarm,0,0.0
unseen,all,knn10,False,13909,10745,q0-7,0,0.0
unseen,all,knn10,False,13909,10745,q8-10,535,0.0384643036882594
unseen,all,knn10,False,13909,10745,q11-14,244,0.017542598317636063
unseen,all,knn10,False,13909,10745,q15-19,30,0.0021568768423323027
unseen,all,knn10,False,13909,10745,q20-29,25,0.0017973973686102524
unseen,all,knn10,False,13909,10745,q30-39,13,0.0009346466316773312
unseen,all,knn10,False,13909,10745,q40-51,0,0.0
unseen,all,knn10,False,13909,10745,no_alarm,13062,0.9391041771514846
unseen,all,knn10,True,491,455,q0-7,0,0.0
unseen,all,knn10,True,491,455,q8-10,28,0.05702647657841141
unseen,all,knn10,True,491,455,q11-14,132,0.26883910386965376
unseen,all,knn10,True,491,455,q15-19,78,0.15885947046843177
unseen,all,knn10,True,491,455,q20-29,49,0.09979633401221996
unseen,all,knn10,True,491,455,q30-39,111,0.22606924643584522
unseen,all,knn10,True,491,455,q40-51,43,0.08757637474541752
unseen,all,knn10,True,491,455,no_alarm,50,0.10183299389002037
unseen,libero_goal,knn10,False,3511,2720,q0-7,0,0.0
unseen,libero_goal,knn10,False,3511,2720,q8-10,381,0.10851609228140131
unseen,libero_goal,knn10,False,3511,2720,q11-14,105,0.029906009683850755
unseen,libero_goal,knn10,False,3511,2720,q15-19,14,0.003987467957846767
unseen,libero_goal,knn10,False,3511,2720,q20-29,4,0.0011392765593847907
unseen,libero_goal,knn10,False,3511,2720,q30-39,0,0.0
unseen,libero_goal,knn10,False,3511,2720,q40-51,0,0.0
unseen,libero_goal,knn10,False,3511,2720,no_alarm,3007,0.8564511535175163
unseen,libero_goal,knn10,True,89,80,q0-7,0,0.0
unseen,libero_goal,knn10,True,89,80,q8-10,2,0.02247191011235955
unseen,libero_goal,knn10,True,89,80,q11-14,17,0.19101123595505617
unseen,libero_goal,knn10,True,89,80,q15-19,41,0.4606741573033708
unseen,libero_goal,knn10,True,89,80,q20-29,28,0.3146067415730337
unseen,libero_goal,knn10,True,89,80,q30-39,0,0.0
unseen,libero_goal,knn10,True,89,80,q40-51,0,0.0
unseen,libero_goal,knn10,True,89,80,no_alarm,1,0.011235955056179775
unseen,libero_long,knn10,False,3360,2562,q0-7,0,0.0
unseen,libero_long,knn10,False,3360,2562,q8-10,1,0.00029761904761904765
unseen,libero_long,knn10,False,3360,2562,q11-14,6,0.0017857142857142857
unseen,libero_long,knn10,False,3360,2562,q15-19,7,0.0020833333333333333
unseen,libero_long,knn10,False,3360,2562,q20-29,20,0.005952380952380952
unseen,libero_long,knn10,False,3360,2562,q30-39,13,0.003869047619047619
unseen,libero_long,knn10,False,3360,2562,q40-51,0,0.0
unseen,libero_long,knn10,False,3360,2562,no_alarm,3313,0.9860119047619048
unseen,libero_long,knn10,True,240,238,q0-7,0,0.0
unseen,libero_long,knn10,True,240,238,q8-10,7,0.029166666666666667
unseen,libero_long,knn10,True,240,238,q11-14,11,0.04583333333333333
unseen,libero_long,knn10,True,240,238,q15-19,8,0.03333333333333333
unseen,libero_long,knn10,True,240,238,q20-29,13,0.05416666666666667
unseen,libero_long,knn10,True,240,238,q30-39,111,0.4625
unseen,libero_long,knn10,True,240,238,q40-51,43,0.17916666666666667
unseen,libero_long,knn10,True,240,238,no_alarm,47,0.19583333333333333
unseen,libero_object,knn10,False,3566,2379,q0-7,0,0.0
unseen,libero_object,knn10,False,3566,2379,q8-10,70,0.01962983735277622
unseen,libero_object,knn10,False,3566,2379,q11-14,70,0.01962983735277622
unseen,libero_object,knn10,False,3566,2379,q15-19,8,0.002243409983174425
unseen,libero_object,knn10,False,3566,2379,q20-29,1,0.00028042624789680314
unseen,libero_object,knn10,False,3566,2379,q30-39,0,0.0
unseen,libero_object,knn10,False,3566,2379,q40-51,0,0.0
unseen,libero_object,knn10,False,3566,2379,no_alarm,3417,0.9582164890633763
unseen,libero_object,knn10,True,34,21,q0-7,0,0.0
unseen,libero_object,knn10,True,34,21,q8-10,1,0.029411764705882353
unseen,libero_object,knn10,True,34,21,q11-14,11,0.3235294117647059
unseen,libero_object,knn10,True,34,21,q15-19,12,0.35294117647058826
unseen,libero_object,knn10,True,34,21,q20-29,8,0.23529411764705882
unseen,libero_object,knn10,True,34,21,q30-39,0,0.0
unseen,libero_object,knn10,True,34,21,q40-51,0,0.0
unseen,libero_object,knn10,True,34,21,no_alarm,2,0.058823529411764705
unseen,libero_spatial,knn10,False,3472,3084,q0-7,0,0.0
unseen,libero_spatial,knn10,False,3472,3084,q8-10,83,0.02390552995391705
unseen,libero_spatial,knn10,False,3472,3084,q11-14,63,0.018145161290322582
