benchmark,suite,registry,registry_index,classification_id,task_name,base_task,category,difficulty,base_task_fold,horizon_steps,variant_id,main_id,init_index,policy_seed_index,noise_seed,screen,screen_variant_inclusion_probability,status
pro,libero_spatial,libero_spatial_object,0,,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,Object,,1,220,d26eec68ffaef16fa11c0980,41e0221ddcc89ff41de997ea,0,0,151911282,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,0,,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,Object,,1,220,d26eec68ffaef16fa11c0980,026417e6985a5f6bb88ec296,0,1,204388396,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,0,,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,Object,,1,220,d26eec68ffaef16fa11c0980,ed13567b214d3e6c73356f30,1,0,842814049,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,0,,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,Object,,1,220,d26eec68ffaef16fa11c0980,42e11996de95c7ae136933ec,1,1,1970598804,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,0,,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,Object,,1,220,d26eec68ffaef16fa11c0980,ce6ddfb0171b9d7fa84fb108,2,0,4068453231,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,0,,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,Object,,1,220,d26eec68ffaef16fa11c0980,80f0b78b72e04918986fe8d3,2,1,1536580299,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,0,,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,Object,,1,220,d26eec68ffaef16fa11c0980,bd368002be1d306e0b7fb762,3,0,2317050421,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,0,,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,Object,,1,220,d26eec68ffaef16fa11c0980,24715688c4d2500ed3d158ad,3,1,2834371872,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,0,,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,Object,,1,220,d26eec68ffaef16fa11c0980,0cdd185edc36a12e2b3dcee3,4,0,3056019611,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,0,,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,Object,,1,220,d26eec68ffaef16fa11c0980,a6903c96820dbd33b33a6dd4,4,1,1563049455,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,0,,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,Object,,1,220,d26eec68ffaef16fa11c0980,09d14091e2f62ad68226b40f,5,0,763462253,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,0,,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,Object,,1,220,d26eec68ffaef16fa11c0980,6dd3e1cfe273a056b069ad64,5,1,2127696403,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,0,,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,Object,,1,220,d26eec68ffaef16fa11c0980,776cfb9bacd8404b520f1d23,6,0,3355439572,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,0,,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,Object,,1,220,d26eec68ffaef16fa11c0980,faeca1a0d2143c80bf922b04,6,1,3910284325,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,0,,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,Object,,1,220,d26eec68ffaef16fa11c0980,f033e0ed0ef30ddfe7f97a5c,7,0,1441253106,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,0,,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,Object,,1,220,d26eec68ffaef16fa11c0980,87a9459b0e1c0fb9f6b54361,7,1,2027243609,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,0,,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,Object,,1,220,d26eec68ffaef16fa11c0980,5663bb48f5a57192dcb7fd75,8,0,2838677864,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,0,,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,Object,,1,220,d26eec68ffaef16fa11c0980,42e6714558e5d795c4fbfd1c,8,1,858320511,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,0,,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,Object,,1,220,d26eec68ffaef16fa11c0980,3bc14b76adc359b5b5c21788,9,0,1101435110,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,0,,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,Object,,1,220,d26eec68ffaef16fa11c0980,57ddcde3eb8f5180bc3a7cf5,9,1,335979535,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,1,,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,Object,,1,220,49b7971bcdcb4bd1e21d78d9,54a6e96794ce18dfcce69fb8,0,0,2654869802,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,1,,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,Object,,1,220,49b7971bcdcb4bd1e21d78d9,67afbe96d2e899dbb43d08d5,0,1,3764408429,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,1,,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,Object,,1,220,49b7971bcdcb4bd1e21d78d9,f8979133d52c88b45ed77e75,1,0,3093679290,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,1,,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,Object,,1,220,49b7971bcdcb4bd1e21d78d9,404014e8c4718d4aeb29b781,1,1,3071008812,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,1,,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,Object,,1,220,49b7971bcdcb4bd1e21d78d9,c77f40045e2fb9ec177527a5,2,0,1160020698,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,1,,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,Object,,1,220,49b7971bcdcb4bd1e21d78d9,3c3230f3013e7a4b2d6331f1,2,1,1744779369,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,1,,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,Object,,1,220,49b7971bcdcb4bd1e21d78d9,05e355f7f551999f85f29902,3,0,1443577254,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,1,,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,Object,,1,220,49b7971bcdcb4bd1e21d78d9,3a3c063dfc3efb60a0f0dc71,3,1,808561775,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,1,,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,Object,,1,220,49b7971bcdcb4bd1e21d78d9,b8134a32f1dad735de6280a6,4,0,2923827042,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,1,,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,Object,,1,220,49b7971bcdcb4bd1e21d78d9,3d304526953a960b7207d763,4,1,1201798546,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,1,,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,Object,,1,220,49b7971bcdcb4bd1e21d78d9,f141452ce060f27c29ac11e5,5,0,3098766889,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,1,,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,Object,,1,220,49b7971bcdcb4bd1e21d78d9,e4ac68b81393daff54eb4ee3,5,1,2966019611,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,1,,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,Object,,1,220,49b7971bcdcb4bd1e21d78d9,67ec5396e6384afff24dea87,6,0,610291362,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,1,,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,Object,,1,220,49b7971bcdcb4bd1e21d78d9,2a5986fe99409631327e2cf1,6,1,242507023,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,1,,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,Object,,1,220,49b7971bcdcb4bd1e21d78d9,d4162d4c861b261963545ce5,7,0,2203894017,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,1,,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,Object,,1,220,49b7971bcdcb4bd1e21d78d9,ca5fef69e69fc85625b2a148,7,1,61125974,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,1,,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,Object,,1,220,49b7971bcdcb4bd1e21d78d9,f084f8939703e689ac2d1282,8,0,1647655904,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,1,,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,Object,,1,220,49b7971bcdcb4bd1e21d78d9,7c634f920c143f17480d267d,8,1,3071909267,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,1,,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,Object,,1,220,49b7971bcdcb4bd1e21d78d9,05f3ea26b611abc3fb45ab5d,9,0,4228974075,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,1,,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,Object,,1,220,49b7971bcdcb4bd1e21d78d9,ea34bf155d374b96c494c9e7,9,1,3814650520,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,2,,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,Object,,0,220,3cc4d0148c047dfda9359599,2ef61c6da18e1401b56e4508,0,0,3027228540,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,2,,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,Object,,0,220,3cc4d0148c047dfda9359599,8d68372d10a2cd1fe898b024,0,1,1954071472,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,2,,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,Object,,0,220,3cc4d0148c047dfda9359599,16c0b478e6abc5732260cb5d,1,0,3190957152,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,2,,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,Object,,0,220,3cc4d0148c047dfda9359599,e7e70222a68bbcf1835e5998,1,1,1225280078,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,2,,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,Object,,0,220,3cc4d0148c047dfda9359599,3706d6f2957fb62ce4dcec3c,2,0,724065064,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,2,,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,Object,,0,220,3cc4d0148c047dfda9359599,336e3ae807677a5e529f4e59,2,1,1515869310,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,2,,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,Object,,0,220,3cc4d0148c047dfda9359599,cf274a314dd23b50b0cb0cb6,3,0,873878853,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,2,,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,Object,,0,220,3cc4d0148c047dfda9359599,47c142de743445a6cf52b458,3,1,3880412955,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,2,,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,Object,,0,220,3cc4d0148c047dfda9359599,a7e5a00e747c7b27940e7d05,4,0,26022746,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,2,,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,Object,,0,220,3cc4d0148c047dfda9359599,86f71257045447c01620c239,4,1,1095495328,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,2,,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,Object,,0,220,3cc4d0148c047dfda9359599,37097e3af2fff7e9787f9e7e,5,0,1284522,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,2,,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,Object,,0,220,3cc4d0148c047dfda9359599,cac94cda34b83ce1ad9d5a66,5,1,2086781647,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,2,,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,Object,,0,220,3cc4d0148c047dfda9359599,86c294a68ed47a02b63935c6,6,0,589162626,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,2,,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,Object,,0,220,3cc4d0148c047dfda9359599,ceef32ef0769331a2bd6783c,6,1,3672881151,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,2,,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,Object,,0,220,3cc4d0148c047dfda9359599,a1683501698026c57a1a8ded,7,0,1713027430,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,2,,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,Object,,0,220,3cc4d0148c047dfda9359599,d1b85d8edc24c7ed5e1f69ec,7,1,3011471772,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,2,,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,Object,,0,220,3cc4d0148c047dfda9359599,0f77d287cdf1960828ea37f3,8,0,155387513,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,2,,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,Object,,0,220,3cc4d0148c047dfda9359599,9d75836aa640789438051456,8,1,1338291829,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,2,,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,Object,,0,220,3cc4d0148c047dfda9359599,fe0bef482fbc21879547430a,9,0,2286409225,0,,planned_pending_preflight
