reference_seed_group,evaluation_seed_group,role,task,suite,episode,episode_length,success,failure,alarm,first_alarm_query,first_alarm_phase,alarm_cause,episode_max_confidence,fixed_clock_query,fixed_clock_alarm
seed1008_1015,seed1000_1007,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,0,13,True,False,False,,,,0.17238310952920244,39,False
seed1008_1015,seed1000_1007,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,1,13,True,False,False,,,,0.18726743245429545,39,False
seed1008_1015,seed1000_1007,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,2,13,True,False,False,,,,0.21024106131693898,39,False
seed1008_1015,seed1000_1007,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,3,13,True,False,False,,,,0.18435528231677722,39,False
seed1008_1015,seed1000_1007,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,4,13,True,False,False,,,,0.17553793884484714,39,False
seed1008_1015,seed1000_1007,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,5,13,True,False,False,,,,0.19729817181685816,39,False
seed1008_1015,seed1000_1007,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,6,13,True,False,False,,,,0.19187833683869926,39,False
seed1008_1015,seed1000_1007,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,7,13,True,False,False,,,,0.17764115838861028,39,False
seed1008_1015,seed1000_1007,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,8,12,True,False,False,,,,0.1296715741789355,39,False
seed1008_1015,seed1000_1007,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,9,12,True,False,False,,,,0.14932858760718326,39,False
seed1008_1015,seed1000_1007,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,10,12,True,False,False,,,,0.1622714771072642,39,False
seed1008_1015,seed1000_1007,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,11,11,True,False,False,,,,0.16809577738230064,39,False
seed1008_1015,seed1000_1007,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,12,12,True,False,False,,,,0.15062287655719142,39,False
seed1008_1015,seed1000_1007,threshold_confirmation,libero_goal/open_the_middle_drawer_of_the_cabinet,libero_goal,13,12,True,False,False,,,,0.14423232486652648,39,False
