prefix_queries,token_family,layer_group,denoise_step,expert,failure_minus_success_probability,ci95_low,ci95_high,ci95_worker_low,ci95_worker_high,snapshot_effect_min,snapshot_effect_max,snapshot_effect_sd,snapshots_effect_positive,snapshots_effect_negative,permutation_p_raw,permutation_p_maxT,n_mixed_snapshots
1,action,front_2_5,0,0,0.0004029537085443735,5.7037075748667134e-05,0.0008046014932915566,0.0001429971307516098,0.0008767331019043922,-0.00037951022386550903,0.0013490896672010422,0.0005851337919011712,6,2,0.001996007984031936,0.007984031936127744,8
1,action,front_2_5,1,0,0.0003876227419823408,5.3496094187721625e-05,0.0007720774854533372,0.00014840852236375213,0.0008457032963633537,-0.0003555919975042343,0.0012962426990270615,0.0005619002040475607,6,2,0.001996007984031936,0.00998003992015968,8
1,action,front_2_5,2,0,0.0003181344363838434,-9.49483364820479e-06,0.0006736286159139125,0.00010774077236419544,0.0008116988465189934,-0.00034325942397117615,0.001039259135723114,0.0005269751418381929,5,3,0.011976047904191617,0.08782435129740519,8
1,action,front_2_5,3,0,0.0002554913517087698,-3.2395590096712106e-05,0.0005653532920405267,9.670894360169768e-05,0.0006676977500319481,-0.0003180745989084244,0.0008401405066251755,0.0004611767071764916,6,2,0.023952095808383235,0.2994011976047904,8
1,action,front_2_5,0,12,-0.0002387608401477337,-0.0005136354942806065,1.762399333529172e-05,-0.00040528643876314163,-0.00016192284238059074,-0.0008187685161828995,0.00033843331038951874,0.00042237143497914076,3,5,0.05788423153692615,0.38922155688622756,8
1,action,front_2_5,1,12,-0.00023590167984366417,-0.0005153655423782766,1.3568205758929253e-05,-0.00043816398829221725,-0.00015658429765608162,-0.0008155442774295807,0.00036828964948654175,0.0004312917881179601,3,5,0.05189620758483034,0.4111776447105788,8
1,action,front_2_5,9,31,-0.0002338311169296503,-0.0003746000933460891,-0.00011835526674985886,-0.00033443234860897064,-0.0001821141195250675,-0.0005682595074176788,1.9334256649017334e-06,0.00018776232900563627,1,7,0.003992015968063872,0.4171656686626746,8
1,action,front_2_5,4,0,0.00022316956892609596,-3.375360392965376e-05,0.0004980336176231504,0.00010732789087342098,0.000553530640900135,-0.0003671795129776001,0.0007427185773849487,0.0004210325423628092,6,2,0.04790419161676647,0.49700598802395207,8
1,action,front_2_5,9,19,-0.00019887322559952736,-0.00032762254122644665,-9.372047497890896e-05,-0.0004270821809768677,-0.00010143592953681946,-0.0005917064845561981,-2.5289133191108704e-05,0.0001919243804877624,0,8,0.027944111776447105,0.7245508982035929,8
1,action,front_2_5,2,12,-0.00019471347332000732,-0.0004292140889447182,1.576237846165892e-05,-0.0004119519144296646,-0.00011640600860118866,-0.000645732507109642,0.0002878531813621521,0.0003524432540871203,3,5,0.043912175648702596,0.7504990019960079,8
1,action,front_2_5,2,11,-0.0001875101588666439,-0.00028771721990779043,-9.277823264710607e-05,-0.00029843798256479204,-0.00010106433182954788,-0.00043371133506298065,3.207847476005554e-05,0.00014983632718212903,1,7,0.00998003992015968,0.8043912175648703,8
1,action,front_2_5,7,19,-0.00018678558990359306,-0.0003550130117218941,-5.543242441490298e-05,-0.0004760855808854103,-6.469008076237515e-05,-0.0006864871829748154,6.744265556335449e-05,0.00023279454035218805,1,7,0.041916167664670656,0.8063872255489022,8
1,action,front_2_5,0,10,0.0001816004514694214,2.890710602514447e-05,0.00034868182847276326,5.3916824981570244e-05,0.0003790678456425667,-0.00012435764074325562,0.000553566962480545,0.00026521639665588737,4,4,0.003992015968063872,0.846307385229541,8
1,action,back_12_15,0,8,0.00017923209816217422,-2.3360160412266844e-05,0.0004023148911073804,6.779966497560963e-05,0.0004952559247612953,-0.0001887790858745575,0.0006221216171979904,0.00032726445351727307,5,3,0.023952095808383235,0.8562874251497006,8
1,action,front_2_5,9,9,0.000178017420694232,8.838585345074535e-05,0.00026589551125653086,0.00011109664774267003,0.00030745286494493484,-2.3027881979942322e-05,0.0003522224724292755,0.00013895139272790402,7,1,0.005988023952095809,0.8682634730538922,8
1,action,front_2_5,8,19,-0.00017535663209855556,-0.0003266198677010834,-6.050245137885223e-05,-0.0003939550369977951,-7.357862341450527e-05,-0.0006395988166332245,2.359040081501007e-05,0.00021563025075010955,1,7,0.0658682634730539,0.8902195608782435,8
1,action,front_2_5,4,14,-0.0001751263625919819,-0.00038124978891573846,5.784790846519154e-05,-0.0005006641149520874,0.00022080540657043457,-0.0005917474627494812,0.0004565678536891937,0.0003401403082534671,2,6,0.0499001996007984,0.8922155688622755,8
1,action,front_2_5,8,9,0.0001721070148050785,7.136972271837294e-05,0.0002595453232061118,8.471356704831123e-05,0.0002669915556907654,-1.3170763850212097e-05,0.0003549065440893173,0.00014404872490558773,6,2,0.003992015968063872,0.906187624750499,8
1,action,front_2_5,1,11,-0.00017173867672681808,-0.0002873607154469937,-7.062268559820955e-05,-0.00026171529316343367,-9.068986400961876e-05,-0.0004709288477897644,4.0259212255477905e-05,0.00017244898481294513,1,7,0.011976047904191617,0.906187624750499,8
1,action,front_2_5,3,14,-0.00017151376232504845,-0.00037150560528971256,4.9383961595594876e-05,-0.00045922648860141635,0.00018310360610485077,-0.000593923032283783,0.0004435889422893524,0.00032417685724794865,2,6,0.05788423153692615,0.906187624750499,8
1,action,front_2_5,2,14,-0.00017053796909749508,-0.0003373769868630916,2.238198067061602e-05,-0.0003984328650403768,0.00011889729648828506,-0.0005691051483154297,0.00034756772220134735,0.00027516044792719185,1,7,0.03792415169660679,0.9141716566866267,8
1,action,front_2_5,1,6,0.00016901898197829723,-5.5352563504129644e-05,0.000455977936508134,-6.450340151786804e-05,0.0006751334294676781,-0.00043338164687156677,0.0008763372898101807,0.00039678323082625866,4,4,0.09780439121756487,0.9221556886227545,8
1,action,back_12_15,2,8,0.000165954465046525,-4.47390484623611e-05,0.00040872456738725297,5.405603224062361e-05,0.0004918398335576057,-0.00031333789229393005,0.0006879586726427078,0.0003591126296669245,5,3,0.06986027944111776,0.9261477045908184,8
1,action,back_12_15,3,8,0.00016572163440287113,-7.464525406248867e-05,0.000436926947440952,4.7544635890517384e-05,0.0005150940269231796,-0.0003914386034011841,0.00074722059071064,0.00039751658914610744,5,3,0.13972055888223553,0.9261477045908184,8
1,action,front_2_5,1,10,0.00016539264470338821,2.2669928148388864e-05,0.00032698824652470636,6.337999366223812e-05,0.00030255410820245743,-0.00013573840260505676,0.000530436635017395,0.00025061480118893087,5,3,0.007984031936127744,0.9281437125748503,8
1,action,front_2_5,8,31,-0.0001641486305743456,-0.0002560027875006199,-8.256070432253184e-05,-0.0003234492614865303,-0.000100735567684751,-0.0003629308193922043,3.915652632713318e-05,0.0001422467757947743,2,6,0.015968063872255488,0.9341317365269461,8
1,action,front_2_5,7,31,-0.00016385805793106556,-0.00027823358541354535,-6.227187695913019e-05,-0.0003530466929078102,-6.462012970587239e-05,-0.0003961101174354553,0.00017965957522392273,0.00017719737661536783,1,7,0.017964071856287425,0.936127744510978,8
1,action,front_2_5,0,31,-0.0001617632806301117,-0.0002540025277994573,-2.8526061214506697e-05,-0.0002449154853820801,-9.043700993061066e-05,-0.00037055835127830505,0.00021917745471000671,0.0001768566289683804,1,7,0.02594810379241517,0.9401197604790419,8
1,action,back_12_15,1,8,0.00016181915998458862,-1.4416011981666087e-05,0.00036846300354227414,5.878735828446224e-05,0.0004460001364350319,-0.00020629912614822388,0.0006001591682434082,0.0002977027324959636,5,3,0.041916167664670656,0.9401197604790419,8
1,action,front_2_5,0,13,0.00016228994354605675,3.621198120526969e-05,0.00029644728056155145,7.014866423560306e-05,0.00040651019662618637,-0.00012988410890102386,0.00044144876301288605,0.00021313260367605835,5,3,0.043912175648702596,0.9401197604790419,8
1,action,back_12_15,9,3,0.00015829806216061115,4.143062978982926e-05,0.0002702231635339558,9.116064757108688e-05,0.00025526247918605804,-0.00011668913066387177,0.0003918074071407318,0.0001793066185200587,7,1,0.005988023952095809,0.9560878243512974,8
1,action,front_2_5,7,9,0.0001587464939802885,5.9562135720625524e-05,0.000239718216471374,7.065269164741039e-05,0.0002895453944802284,-5.4778531193733215e-05,0.0003030262887477875,0.00014375547470990568,7,1,0.011976047904191617,0.9560878243512974,8
1,action,front_2_5,9,6,0.0001558191142976284,1.4035316416993745e-05,0.000307727069593966,0.00011763598013203591,0.0002657584846019745,-0.00010636076331138611,0.0005059316754341125,0.0002310599375050515,5,3,0.07385229540918163,0.9600798403193613,8
